employeeID ,education ,maritalStatus ,monthlyIncome ,numCompaniesWorked ,environmentSatisfaction ,trainingTimesLastYear 
3478,3,Married,37480,7,4,3
4468,4,Divorced,39770,4,3,3
2299,2,Single,86330,1,2,2
3879,3,Married,20080,3,2,5
2222,1,Married,44400,1,4,2
3995,4,Divorced,30670,1,2,5
4689,4,Married,53210,9,3,1
4794,4,Single,54100,0,2,2
2439,3,Married,27820,1,2,2
1809,3,Divorced,119570,1,3,2
5386,2,Married,26600,5,1,3
4422,2,Married,33750,2,4,2
2181,3,Married,50980,3,1,4
1357,3,Married,48780,2,4,3
4776,3,Divorced,28370,2,1,0
1017,3,Single,24060,2,3,5
2028,3,Married,22690,5,1,4
1051,4,Divorced,41080,2,3,5
888,4,Married,132060,0,4,2
953,2,Single,104220,1,1,0
454,3,Divorced,137440,0,4,3
251,3,Married,49070,1,4,3
942,4,Married,34820,0,3,2
287,2,Divorced,24360,1,1,2
1770,3,Married,23800,4,3,2
2772,3,Married,194310,1,2,3
332,4,Married,17900,5,3,4
1511,3,Single,76440,1,1,2
1011,4,Married,51310,0,3,2
3726,2,Divorced,63060,3,1,3
804,4,Married,47870,0,2,3
545,2,Single,188800,0,3,3
487,3,Married,23390,4,3,4
250,3,Divorced,135700,5,1,2
926,1,Married,67120,6,1,3
1881,2,Single,54060,0,4,2
2431,4,Single,89380,7,3,2
4387,2,Divorced,24390,3,4,2
2563,3,Married,88370,2,3,3
2142,3,Divorced,53430,1,3,3
1369,3,Married,67280,7,2,2
923,4,Divorced,66520,7,1,5
2912,3,Single,48500,0,4,4
1475,2,Married,28090,4,4,2
3331,2,Married,56890,3,1,2
4068,1,Divorced,20010,9,2,5
1077,4,Married,29770,4,2,3
2139,4,Single,40250,1,2,3
4987,3,Single,37850,5,3,2
184,3,Married,108540,2,2,6
192,3,Single,120310,3,1,5
3025,2,Single,99360,7,4,2
4087,3,Married,29660,9,2,2
4385,3,Single,25710,7,2,1
5355,1,Married,99910,1,3,3
2279,4,Single,61420,4,2,2
5375,3,Married,53900,1,4,3
4088,1,Married,44040,0,4,2
2992,1,Divorced,59930,0,2,3
2707,3,Divorced,51300,4,4,3
3040,3,Divorced,20900,4,1,2
5295,4,Divorced,29090,9,3,2
4647,3,Single,34680,1,2,4
4958,4,Divorced,30680,3,3,3
3833,3,Single,26700,2,1,2
4938,4,Divorced,26930,5,1,3
266,4,Single,95260,1,1,2
2042,3,Single,52370,1,4,3
4133,3,Single,24260,1,3,3
5431,1,Single,41930,4,2,5
2323,1,Married,29110,5,1,3
4448,1,Married,26610,7,2,2
859,2,Divorced,20280,1,1,3
1626,1,Divorced,99800,3,4,2
3594,2,Married,32980,8,4,4
1643,3,Married,29350,0,4,5
3702,3,Married,154270,3,3,2
5320,4,Married,39440,6,2,3
3589,1,Divorced,40110,1,4,2
1173,3,Married,34070,1,2,2
4616,4,Married,119940,1,1,6
1590,3,Married,12320,1,4,4
2946,2,Married,29600,1,1,2
3481,3,Married,190940,1,2,3
3212,3,Married,39190,1,1,3
110,3,Married,68250,1,2,2
1499,2,Married,102480,1,2,4
2479,1,Divorced,189470,2,2,2
2839,3,Single,24960,4,1,3
1485,3,Divorced,64650,4,1,3
3082,4,Divorced,22060,0,1,4
2594,4,Married,20860,4,4,3
2489,4,Single,22930,1,4,3
1193,4,Married,26450,1,3,5
5467,5,Divorced,26830,4,2,3
873,4,Single,20140,3,3,5
616,3,Divorced,34190,3,4,5
4240,1,Married,53760,7,4,3
3282,4,Single,19510,4,1,4
4354,4,Divorced,23410,1,3,3
104,3,Divorced,22930,0,3,0
2651,2,Single,87260,1,3,2
2321,2,Married,40110,4,4,2
132,2,Married,195450,0,1,3
1076,4,Divorced,45680,NA,3,2
2046,1,Married,30220,1,1,3
4932,5,Divorced,57720,1,3,3
3956,3,Single,22690,7,4,2
1938,5,Married,53810,1,2,0
1592,4,Married,34410,2,1,5
961,2,Married,54540,1,3,5
4017,3,Married,98840,1,3,3
3743,3,Married,41570,1,2,2
5354,5,Single,134580,1,2,3
4667,3,Divorced,90690,3,3,3
597,2,Married,40140,2,3,4
3066,3,Divorced,59150,2,2,3
284,3,Single,59930,0,1,3
2471,3,Single,61620,1,4,2
1020,4,Single,24060,1,1,3
3042,1,Married,187400,1,3,2
5210,3,Married,76370,2,1,3
103,3,Married,100960,0,4,3
5285,3,Single,147560,0,4,3
3676,4,Divorced,64990,1,2,3
651,3,Married,97240,3,2,2
5262,3,Divorced,21940,1,4,5
122,3,Single,33880,3,4,2
1417,3,Married,54730,1,4,2
4174,1,Single,27030,1,4,2
839,2,Single,25010,9,1,3
1439,5,Single,62200,1,4,2
3177,3,Single,30380,1,4,5
3939,2,Married,44240,3,2,2
4177,4,Single,43120,0,2,2
1139,3,Married,132450,1,3,3
862,3,Single,136640,3,3,6
3596,3,Single,50210,2,4,3
1827,4,Married,51260,5,4,2
5444,1,Married,28590,3,3,2
3794,3,Divorced,102390,3,2,3
5423,2,Single,53290,8,1,3
5142,1,Divorced,43250,1,4,2
758,3,Married,72600,1,4,2
2709,3,Married,23220,7,4,0
5108,4,Single,20750,7,1,0
886,4,Married,41520,9,1,3
4729,3,Single,96190,4,3,2
2455,2,Single,135030,2,1,6
5003,3,Divorced,54410,9,4,6
1123,3,Divorced,52090,7,3,3
863,2,Single,106730,1,3,2
5479,1,Divorced,50100,6,3,3
1146,1,Married,135490,3,4,3
1989,5,Single,49990,3,2,2
3206,3,Married,42210,1,2,4
1480,4,Married,138720,9,3,3
2852,4,Married,20420,7,3,6
4452,3,Single,20730,0,4,3
2669,3,Single,29560,8,4,6
3151,3,Divorced,29260,1,4,3
2069,3,Single,48090,2,4,2
2505,1,Divorced,51630,2,4,4
4532,4,Married,188440,1,1,3
745,3,Married,181720,6,4,5
156,3,Divorced,57440,3,2,4
4988,5,Married,28890,1,3,2
2004,2,Single,28710,1,4,2
1562,3,Single,74840,1,3,3
5441,3,Single,60740,0,2,2
3027,1,Single,173280,1,1,2
186,3,Single,27740,4,2,2
4649,3,Single,45050,1,4,3
5042,3,Married,74280,5,4,2
1529,2,Single,116310,1,1,2
2427,4,Married,97380,0,4,2
4519,2,Divorced,28350,3,1,2
3197,2,Married,169590,4,2,5
5438,2,Single,26130,6,4,2
3864,4,Single,61460,2,2,3
5272,4,Divorced,49630,9,4,2
3076,2,Married,195370,0,3,5
1779,4,Divorced,61720,0,4,1
222,4,Single,23680,6,1,3
4327,3,Single,103120,1,3,2
3875,4,Married,16750,1,1,6
3449,3,Married,25230,3,4,2
5138,4,Married,65670,1,3,3
3774,3,Married,47390,5,3,2
4559,4,Divorced,92080,1,2,2
4059,3,Married,45590,1,3,2
4249,5,Divorced,81890,1,3,3
5324,3,Married,29420,8,4,1
1251,4,Married,49410,5,3,3
704,4,Married,106500,1,2,2
1919,4,Married,59020,0,3,2
679,5,Single,86390,5,1,3
1738,4,Married,63470,1,3,2
3287,3,Married,42000,0,3,3
4701,3,Married,34520,1,3,3
4752,3,Single,43170,7,4,2
3355,4,Single,26320,3,4,3
4728,1,Married,46680,9,4,2
4479,4,Single,32040,6,3,4
1383,3,Married,27200,4,3,3
175,1,Married,171810,1,NA,2
2629,3,Single,22380,6,1,3
3608,3,Single,14830,5,3,3
4984,4,Single,56050,1,2,2
2555,2,Married,72950,1,2,3
5063,3,Divorced,23060,2,1,5
304,4,Single,23480,1,3,3
1179,2,Married,89980,1,3,2
2571,3,Single,43190,4,3,3
2309,2,Married,61320,6,2,3
1967,4,Divorced,33460,1,3,2
363,3,Single,108550,3,3,2
4829,2,Married,22310,1,2,3
5303,5,Married,23230,0,3,2
5522,4,Married,20240,1,3,2
1747,3,Married,27130,1,4,2
4192,3,Married,94390,2,1,0
4286,5,Single,25660,9,4,3
3929,3,Single,199260,7,1,5
3294,4,Divorced,24510,1,1,3
1432,4,Single,94190,1,3,5
3981,4,Married,86860,1,2,2
1454,4,Divorced,30380,2,2,3
5246,5,Divorced,30580,9,2,2
1315,3,Married,23250,7,1,1
1374,5,Divorced,20880,4,4,2
4011,3,Married,30720,5,3,4
4811,1,Married,50060,3,3,2
2255,2,Divorced,42570,4,4,2
1482,4,Divorced,25000,1,2,3
3773,2,Married,11020,6,4,3
1541,3,Married,104530,2,1,2
4914,4,Single,22880,5,2,4
3561,3,Married,39290,0,1,6
1377,3,Married,23110,1,3,2
3622,2,Married,31400,1,4,2
1531,2,Divorced,36900,1,4,2
630,3,Divorced,44500,0,4,3
610,3,Married,27560,1,3,2
5195,3,Married,190330,2,3,5
5018,5,Married,187220,0,1,3
3342,5,Married,95470,1,2,3
1521,2,Married,137340,0,2,3
1854,1,Married,199990,2,3,6
220,3,Married,22790,3,4,3
3071,3,Divorced,59160,6,2,2
4499,3,Married,20890,5,1,2
2884,3,Married,167920,3,4,3
2621,4,Married,35640,5,3,1
4933,1,Single,44250,6,4,2
5454,3,Married,52650,4,4,4
5461,4,Married,65530,0,3,2
1822,5,Single,62610,1,1,1
2423,3,Divorced,42980,1,1,6
4274,3,Married,68040,8,4,3
2051,3,Divorced,38150,3,4,3
3947,1,Single,27410,1,1,5
3335,4,Divorced,66730,6,1,2
1444,2,Married,76390,1,2,6
3088,5,Single,23280,1,1,3
3191,2,Divorced,21530,9,4,3
535,4,Divorced,48760,4,1,4
1780,3,Single,93960,1,3,6
748,3,Single,104000,1,4,2
556,4,Married,84740,0,3,3
4769,3,Single,99810,1,4,3
1307,4,Married,124900,0,2,3
1367,3,Divorced,26570,4,2,3
5196,3,Divorced,135910,5,3,2
2081,4,Married,66960,7,4,3
4195,3,Single,20580,1,2,5
1606,2,Divorced,88650,1,2,0
2550,1,Single,59400,7,3,2
668,3,Single,59140,3,3,4
5492,4,Divorced,26220,2,3,3
2864,3,Married,121850,3,2,2
4077,1,Married,106090,1,4,3
328,2,Married,43450,4,1,3
612,4,Married,21770,4,4,4
4673,2,Married,27930,1,4,4
2101,4,Single,79180,2,2,3
2858,3,Married,87890,1,4,4
4810,3,Married,23890,6,3,4
5443,2,Married,32120,1,3,3
3848,4,Divorced,192320,2,1,3
4680,3,Single,22670,1,3,2
4224,4,Single,195170,2,4,5
3878,3,Single,24360,4,3,3
4790,3,Single,160640,1,4,3
523,3,Single,27070,1,1,2
3834,4,Married,190680,0,4,1
161,3,Divorced,39310,8,4,2
650,3,Married,37300,1,3,4
2329,3,Married,22320,1,3,2
1130,4,Single,44650,0,2,3
3281,4,Married,30720,5,1,3
1127,1,Married,33190,1,3,3
3296,1,Married,192020,1,3,5
5310,3,Married,136750,1,3,5
2895,4,Married,29110,2,4,3
1489,2,Single,59570,4,4,2
3873,3,Divorced,39200,6,3,3
3784,4,Divorced,64340,5,3,3
3612,3,Single,100480,1,3,2
4079,2,Divorced,109380,6,4,2
3555,1,Single,23400,0,1,2
4266,4,Single,65450,4,2,2
3992,4,Divorced,69310,1,3,3
2637,1,Divorced,48980,4,1,3
1186,4,Single,25930,0,3,2
847,3,Single,194360,1,4,4
740,5,Single,27230,6,4,2
3862,2,Single,34790,3,2,3
3414,1,Divorced,27940,3,4,2
3786,1,Divorced,52490,9,4,2
3909,3,Married,21760,1,3,2
985,3,Divorced,168720,2,1,2
2025,4,Married,34850,9,3,2
4284,3,Married,66440,1,4,3
4107,4,Single,55820,1,4,3
5025,3,Married,40000,4,1,5
4838,3,Married,134960,3,4,3
2123,3,Married,32100,0,3,5
1845,3,Divorced,190450,6,4,2
2473,3,Divorced,118490,1,4,3
4944,3,Divorced,20700,1,3,1
613,2,Married,65020,1,3,3
2843,4,Single,32300,1,2,3
4503,3,Married,136030,8,3,2
1969,4,Divorced,119960,1,3,3
2162,3,Married,56050,0,2,0
1583,2,Single,63970,1,4,3
3526,4,Single,191440,0,2,3
3259,3,Married,175840,1,4,2
3977,3,Married,49070,1,2,2
5110,4,Single,45540,2,1,3
5017,3,Single,54150,7,3,1
2269,3,Single,47410,6,4,3
1767,3,Married,21150,1,4,3
3007,3,Married,31610,0,1,0
4947,3,Divorced,57450,1,2,4
913,4,Married,23730,6,4,3
1695,3,Married,33100,4,1,3
282,4,Single,186650,3,3,3
1113,3,Married,44850,5,1,2
5417,2,Married,27890,3,3,2
391,1,Divorced,58280,1,2,0
2009,2,Single,23260,8,2,3
3006,1,Single,135250,8,2,4
5315,4,Married,14200,1,1,2
4553,3,Married,80200,3,4,2
4870,2,Married,36880,0,4,3
2089,4,Single,54820,1,3,3
4129,3,Single,160150,1,4,3
992,2,Single,12000,0,2,3
5073,2,Married,56610,3,4,2
3129,3,Single,69290,9,4,6
496,4,Divorced,96130,0,2,5
152,3,Married,56740,3,2,6
3915,1,Single,54840,1,2,6
3318,2,Married,120610,2,3,2
392,2,Divorced,56600,7,1,3
3974,3,Married,48210,6,1,2
4264,2,Married,64100,1,3,5
969,3,Married,52100,1,4,1
148,4,Married,26950,3,3,4
5104,4,Married,118780,2,2,2
3290,3,Single,170680,3,4,6
5129,3,Married,24550,1,3,2
580,3,Divorced,139640,1,1,1
1610,1,Divorced,49410,9,4,2
125,3,Married,24780,6,3,0
2432,2,Married,52280,2,1,4
1724,2,Single,44780,0,4,3
2573,3,Single,75470,7,3,2
3678,2,Divorced,50550,5,3,2
3666,3,Single,34640,1,4,3
1147,4,Single,57750,1,3,2
4937,3,Divorced,89430,8,4,6
4362,3,Married,192720,9,1,2
4690,4,Single,52380,1,2,4
291,4,Married,46820,1,1,3
3531,3,Married,183000,0,3,6
3735,4,Married,52570,1,2,2
1925,3,Married,63490,NA,3,3
865,4,Married,48690,4,1,2
5587,3,Married,99850,1,1,3
2850,5,Married,36970,3,4,1
4732,3,Single,74570,3,3,1
3728,4,Married,21190,9,2,3
4100,4,Divorced,39830,4,4,3
3877,4,Single,61180,0,4,3
5557,2,Single,62140,1,1,3
4169,1,Divorced,63470,1,1,2
1736,4,Single,115100,0,1,5
3224,4,Divorced,71430,2,4,6
1396,4,Married,82680,1,4,3
763,2,Divorced,80950,1,1,3
4774,2,Single,29040,4,1,2
595,1,Married,60320,0,4,2
966,3,Divorced,29760,1,1,3
3038,4,Single,159920,3,4,3
558,3,Married,46490,0,4,2
3435,1,Married,26960,3,3,3
4802,1,Single,23700,2,1,3
3379,3,Married,125040,1,2,2
818,3,Single,59740,7,2,6
1079,2,Divorced,47360,0,3,3
2848,3,Divorced,52960,4,3,3
4300,3,Divorced,67810,0,4,2
4361,4,Married,21740,3,1,3
4902,4,Single,66530,7,4,2
4785,3,Married,96990,8,3,3
2751,3,Divorced,67550,7,1,2
519,1,Single,22130,1,3,4
3927,4,Single,26100,1,4,3
3493,3,Single,28510,9,3,2
4823,3,Single,34520,2,1,4
5070,3,Married,52580,0,3,5
3664,4,Married,93550,0,1,4
1277,2,Divorced,104960,1,4,2
5068,2,Married,63800,6,4,1
895,1,Single,26570,2,4,3
5251,4,Divorced,27160,0,4,2
3654,2,Single,22010,4,2,3
3494,2,Married,65400,1,2,2
4061,3,Married,38160,1,3,2
4760,4,Divorced,52530,1,3,2
4072,4,Single,109650,1,3,5
4986,2,Single,49360,0,1,2
4007,2,Married,25430,3,2,3
1189,3,Married,53040,1,3,3
1116,3,Divorced,166590,7,3,2
4926,2,Married,42600,1,4,2
4538,1,Married,24760,1,2,2
3401,3,Single,31020,1,3,3
3390,3,Married,22440,1,4,5
3357,4,Single,75960,9,2,0
189,4,Single,22850,0,3,3
2355,2,Single,30340,7,2,3
4291,3,Married,57150,6,4,0
2833,4,Single,25760,8,4,3
4232,4,Married,41970,1,3,3
3911,4,Married,143360,1,1,3
1974,2,Married,34480,1,3,3
1461,4,Married,194060,3,3,2
797,5,Divorced,65380,2,3,3
4342,2,Single,43060,0,4,2
2625,3,Married,22580,1,4,2
202,3,Single,45220,8,1,3
4772,2,Divorced,44870,1,3,5
2984,2,Divorced,44490,4,4,3
4661,1,Married,22180,1,2,1
4718,4,Single,191970,1,3,2
900,3,Married,132120,4,1,4
1483,4,Married,65770,1,4,1
3057,3,Single,83920,1,1,5
2373,2,Single,45580,1,3,2
2828,4,Divorced,40310,3,4,3
331,3,Married,79690,0,2,3
5517,4,Married,26540,0,3,5
1267,3,Married,165550,8,3,4
3953,3,Single,45560,2,4,4
1823,4,Married,60910,1,2,6
5132,3,Divorced,195660,6,1,2
2256,3,Divorced,48100,8,3,3
3222,3,Married,45230,5,2,5
2365,4,Married,32020,2,4,2
1061,3,Married,23510,1,4,4
1143,4,Married,17020,5,4,2
1254,4,Married,180410,3,3,3
243,4,Married,28860,1,4,5
4451,2,Married,20970,1,2,5
5226,2,Divorced,119350,1,3,6
4702,3,Divorced,25460,1,3,2
3352,4,Single,25640,1,4,3
3533,4,Single,84120,1,3,2
5580,1,Divorced,141180,2,4,3
3746,4,Married,170460,7,4,3
3002,2,Divorced,25640,0,2,3
2137,3,Married,102660,1,3,3
278,3,Single,50700,4,4,6
3604,2,Divorced,178610,2,3,2
398,2,Married,42300,0,1,0
3868,3,Divorced,37800,7,2,2
4058,2,Single,27680,0,3,0
2741,3,Married,90710,0,4,2
842,2,Married,106480,3,1,1
4585,1,Married,136100,4,3,4
4828,3,Married,34080,1,1,2
3360,2,Divorced,29830,7,4,2
860,4,Married,76320,1,1,3
2192,2,Single,98240,1,1,2
4051,4,Divorced,99500,1,1,3
1073,4,Married,20930,3,4,2
3244,3,Married,99800,1,3,1
1266,1,Single,38940,1,3,3
2288,4,Single,40510,5,3,3
5232,2,Married,168350,3,3,3
1096,4,Married,62300,2,1,2
1935,2,Married,47170,1,3,3
5346,4,Single,132370,5,4,2
2699,4,Divorced,37550,1,1,2
2010,4,Divorced,65820,1,3,3
1298,1,Single,74060,6,4,2
361,3,Divorced,48050,3,4,2
3518,4,Married,27410,0,3,3
4861,3,Married,42620,7,2,2
234,2,Divorced,161840,0,4,2
1474,4,Single,115570,1,2,0
1630,3,Married,18780,1,4,2
1099,1,Single,109320,1,3,3
2391,3,Single,68110,1,3,4
274,3,Single,43060,2,1,3
1453,3,Divorced,48590,1,4,3
1331,2,Single,53370,1,1,2
3601,4,Married,23400,2,4,2
471,4,Single,74910,0,3,3
3477,3,Divorced,105270,4,4,3
1427,2,Single,165950,6,4,2
163,4,Divorced,88340,4,3,1
3327,3,Single,55770,0,4,3
5452,4,Divorced,47070,1,3,4
385,3,Married,24000,4,3,3
2494,3,Married,98240,0,3,2
4415,4,Married,64470,6,2,3
2032,2,Single,195020,3,4,3
3264,4,Single,27250,9,3,4
1433,4,Married,62720,1,1,3
977,3,Married,21270,1,4,3
1272,4,Single,182000,0,2,3
3500,4,Single,20960,7,3,2
1702,4,Divorced,28860,3,2,4
1821,4,Single,20330,2,4,5
3465,2,Single,36220,1,4,0
508,4,Married,42330,1,3,5
4039,3,Single,36810,3,NA,2
2994,1,Divorced,54600,6,3,3
646,3,Divorced,21870,1,1,1
3178,3,Married,96020,1,4,3
1635,2,Single,28360,0,3,3
3174,1,Married,40890,0,1,2
2251,3,Married,166270,3,4,5
2399,3,Single,26190,6,4,3
1913,3,Married,56790,0,3,2
5267,2,Married,154020,4,4,3
1050,1,Single,59850,2,4,1
1769,2,Single,25790,9,2,1
3811,4,Married,30410,1,2,2
1194,1,Single,34470,0,1,5
5288,2,Divorced,195130,1,4,1
2718,3,Single,27730,1,3,3
3273,1,Single,71040,1,4,3
1902,3,Married,63220,4,1,2
2794,3,Married,20830,0,3,3
3562,3,Married,83810,4,4,3
619,2,Single,26910,6,4,6
1145,1,Divorced,42860,9,3,6
5289,2,Divorced,26590,0,4,2
1203,3,Single,94340,1,3,3
3210,4,Divorced,55610,0,3,2
4313,2,Single,66460,1,3,2
5004,2,Divorced,77250,1,3,2
4566,4,Divorced,107250,3,2,5
3149,3,Single,88470,1,3,3
298,2,Married,20450,3,4,3
1584,4,Married,10090,7,3,3
739,4,Married,33480,3,2,2
4887,2,Married,12810,2,1,2
4035,1,Single,28190,1,4,2
268,3,Married,48510,8,3,2
3628,1,Single,40280,3,4,3
5287,4,Single,27200,1,4,2
875,4,Married,81200,0,4,2
4806,4,Single,46470,3,4,3
2713,3,Single,46800,6,1,0
928,4,Married,32210,4,4,2
1719,2,Divorced,86210,1,1,1
4909,3,Divorced,45770,5,2,3
1662,3,Married,45530,4,2,2
3364,2,Single,53960,7,3,2
4723,2,Married,67960,0,4,2
428,3,Divorced,76250,1,4,2
4411,4,Single,74120,1,3,4
2835,3,Married,111590,1,3,2
1945,2,Married,49600,1,4,3
3821,4,Married,104750,3,1,3
3387,3,Married,148140,2,2,2
1885,3,Divorced,191410,3,4,2
310,2,Married,54050,7,3,3
1550,3,Married,87930,6,2,2
3741,4,Married,191890,0,3,3
5578,2,Married,38750,3,3,3
5029,4,Married,22160,2,1,2
3124,1,Married,117130,2,4,2
1496,2,Single,78610,1,1,1
5065,4,Married,37080,1,4,2
4319,5,Single,137700,1,4,3
4402,2,Single,53040,0,1,2
1681,3,Married,26420,0,3,3
1680,2,Married,27590,9,3,6
1448,5,Single,68040,4,1,1
4610,4,Single,61420,2,3,2
460,4,Married,25000,4,1,2
5336,4,Single,63890,0,3,2
542,3,Single,111030,1,2,5
4786,5,Single,23420,3,1,2
760,2,Single,68110,0,3,2
4115,3,Single,22970,6,4,2
4373,3,Married,24500,3,4,2
671,3,Divorced,50930,2,2,3
5462,3,Single,53090,3,1,5
2368,3,Single,30570,1,2,3
618,3,Divorced,51210,7,4,4
5339,3,Single,168560,3,1,3
1361,1,Divorced,26860,5,4,3
1834,3,Single,61800,1,1,2
4843,4,Married,66320,0,2,3
4330,3,Single,35050,1,1,2
1552,3,Married,63970,4,3,3
848,4,Married,62740,7,1,0
2098,4,Married,198590,3,1,3
353,4,Single,75870,0,3,5
541,4,Married,42580,2,1,2
1211,2,Married,43640,3,1,3
1459,1,Married,43350,1,4,5
520,3,Married,53260,4,4,2
4074,2,Married,32800,5,4,3
4830,3,Married,54850,2,2,2
5340,2,Divorced,43420,3,3,6
2264,3,Divorced,27820,1,1,5
2186,1,Divorced,59800,4,1,2
2285,4,Single,43810,2,1,1
1983,3,Single,25720,1,3,3
5606,2,Divorced,38330,2,2,1
4798,4,Single,42440,9,4,3
1144,4,Married,65000,6,2,5
1030,2,Married,184300,4,2,5
1423,3,Divorced,16010,4,3,3
3081,4,Married,26940,1,1,3
2091,4,Divorced,31490,2,4,1
1246,2,Single,176390,0,4,0
5396,3,Single,23190,3,3,4
2540,4,Single,116910,4,4,2
5407,3,Married,53240,2,1,2
3885,4,Divorced,167520,2,3,3
786,1,Single,52280,1,4,2
2937,3,Married,27000,0,4,2
1003,4,Single,192460,3,4,5
5388,2,Married,25060,8,4,3
677,4,Single,60620,1,1,2
4630,3,Married,43820,7,1,2
1287,3,Divorced,21430,1,3,2
2734,1,Married,61620,0,2,5
272,3,Divorced,50940,3,3,5
421,4,Divorced,68770,7,2,3
5309,3,Married,22740,3,1,5
3970,3,Single,44340,5,1,1
2690,1,Single,62880,0,1,2
3937,4,Married,25530,1,4,4
2997,3,Single,76540,2,2,3
1378,3,Married,51600,1,4,3
3905,2,Single,171590,5,2,1
387,2,Divorced,128080,1,3,6
5542,2,Divorced,102210,0,3,2
1456,3,Married,47790,0,4,6
1516,2,Married,37370,8,1,2
1370,4,Married,23660,3,3,5
5266,3,Single,17060,7,3,3
2013,4,Divorced,163070,1,1,3
2375,3,Single,59330,0,3,3
2400,4,Married,34240,4,3,3
1637,1,Married,40370,0,4,2
1131,1,Married,25590,1,3,3
5611,4,Single,62010,2,4,2
1232,3,Single,44030,2,3,3
772,3,Divorced,37610,3,2,3
1604,3,Single,109340,6,1,2
1578,1,Married,107610,3,4,5
2872,1,Single,51750,4,2,2
1954,2,Married,138260,8,3,1
5589,4,Single,63340,1,4,2
3473,4,Single,49360,0,1,2
231,3,Single,47750,3,4,3
3444,3,Married,28180,1,4,2
4867,3,Single,25150,1,4,3
1009,3,Single,23420,1,3,2
3419,5,Married,41940,0,2,3
3658,3,Married,106850,4,3,2
1924,2,Married,20220,1,1,1
4106,3,Married,23140,3,3,5
4121,1,Single,42560,1,4,1
3744,3,Married,35800,4,4,1
2108,4,Married,31620,2,4,1
4827,1,Married,65240,0,1,2
1855,3,Married,28990,1,2,3
964,5,Single,52310,1,3,4
3172,2,Divorced,23560,0,3,5
4724,3,Divorced,28000,3,4,0
3284,3,Divorced,118360,1,1,2
600,1,Married,109030,0,2,3
1768,4,Married,29730,3,4,0
3600,3,Single,142750,3,3,5
4920,4,Divorced,55620,8,3,2
4009,4,Married,45370,6,3,5
2570,1,Married,76420,2,1,2
2390,3,Married,179240,1,2,2
3438,3,Married,52040,3,3,2
1379,2,Single,22770,1,4,2
4685,3,Married,27950,3,3,4
3544,3,Divorced,25320,1,1,2
5468,3,Married,25590,0,3,2
1889,3,Married,49080,4,3,3
4367,4,Married,23800,4,4,5
4024,5,Married,47650,8,3,4
4564,3,Single,20440,1,1,2
2344,1,Married,26930,1,3,6
5448,2,Married,65860,9,2,3
4214,3,Married,32940,1,1,6
3682,2,Married,41710,0,3,4
3398,3,Single,27780,2,2,5
641,3,Single,23770,6,2,3
3850,3,Single,24040,1,2,3
4147,2,Single,23180,3,1,4
2126,2,Married,20080,2,4,3
2952,1,Divorced,62440,1,1,3
2270,2,Married,27990,4,3,0
1401,2,Married,105520,2,4,2
3270,3,Married,23290,3,1,2
4209,2,Single,40140,8,4,3
4521,3,Married,74030,1,2,4
2749,1,Married,22590,1,4,2
4778,4,Married,69320,1,4,5
2557,1,Divorced,46780,5,4,0
851,3,Married,135820,1,3,3
2296,4,Single,23320,1,4,2
1000,3,Married,24130,1,3,2
2210,2,Married,97050,1,2,3
1001,3,Married,42940,2,2,2
1773,2,Married,47210,3,2,3
4792,3,Divorced,25190,0,2,2
4556,3,Married,21210,1,2,2
3118,2,Single,29730,1,3,2
4263,4,Married,58550,1,1,3
820,3,Single,36170,7,4,5
404,1,Married,67250,9,3,3
1306,4,Divorced,103250,1,3,3
3186,4,Married,69490,1,3,2
4904,2,Married,106090,2,2,2
719,1,Divorced,44470,1,4,4
5383,3,Married,21570,1,2,1
149,3,Divorced,46010,0,2,2
2841,1,Single,170990,1,3,2
384,5,Single,24790,NA,2,2
2504,4,Married,148520,3,4,3
2871,4,Divorced,72640,0,3,5
553,1,Married,56660,1,1,2
4507,3,Married,78230,1,3,3
318,4,Married,78800,3,3,2
3428,3,Single,131940,0,1,2
5163,3,Divorced,50670,1,4,3
3453,4,Married,50790,3,4,3
1181,3,Married,23210,9,4,0
4645,3,Married,174440,1,2,4
3208,3,Single,24040,6,3,2
2130,2,Married,34520,4,1,2
4401,4,Married,22700,2,3,2
1437,3,Divorced,173990,6,NA,3
5356,3,Single,54880,1,1,6
215,4,Married,194190,7,2,2
2060,3,Single,28110,2,4,3
4384,4,Single,36330,3,1,0
1820,1,Single,41630,9,3,4
2944,3,Married,21320,4,2,1
3519,1,Divorced,139730,1,4,3
3271,3,Married,26840,4,4,2
3751,2,Married,108450,3,1,4
4001,2,Divorced,43770,5,4,2
374,4,Single,37430,1,3,2
5061,3,Divorced,41480,1,4,3
3733,3,Single,10510,2,1,2
3397,2,Married,107390,2,3,3
2240,4,Married,103880,0,4,2
3990,2,Divorced,114160,6,4,2
4157,3,Married,26000,3,2,5
3938,4,Married,24220,1,3,2
4375,4,Single,54720,3,4,3
5273,2,Married,24510,7,4,3
517,2,Divorced,42400,1,1,2
1372,3,Divorced,109990,1,4,3
1334,4,Divorced,50030,0,4,5
5526,4,Married,127420,1,1,4
594,4,Divorced,42270,4,4,3
3158,2,Single,39170,1,4,2
1803,4,Divorced,183030,6,2,2
4893,3,Single,23800,4,3,3
3499,4,Single,137260,3,4,6
1549,3,Single,47770,1,4,3
963,2,Divorced,63850,1,3,6
3440,2,Married,199730,6,1,2
5334,3,Divorced,68610,4,3,2
