jobID,jobInvolvement,jobLevel,jobRole ,jobSatisfaction 
2058,3,2,UI designer,4
2059,3,5,Backend dev,2
2060,3,2,UI designer,1
2061,3,4,UI designer,4
2062,3,3,QA,3
2063,2,2,UI designer,1
2064,1,3,IOS dev,1
2065,3,2,Android dev,4
2066,3,4,Backend dev,1
2067,3,4,Frontend dev,3
2068,1,4,Android dev,4
2069,3,2,UI designer,3
2070,1,2,Mobile,3
2071,2,3,Frontend dev,3
2072,3,2,Backend dev,4
2073,2,3,QA,4
2074,3,4,UX designer,1
2075,3,3,PM,3
2076,1,5,IOS dev,3
2077,4,3,QA,1
2078,2,2,Android dev,1
2079,4,6,IOS dev,2
2080,3,2,Android dev,1
2081,3,5,UI designer,1
2082,3,3,IOS dev,2
2083,2,3,UX designer,1
2084,3,6,Mobile,2
2085,2,3,UI designer,3
2086,4,3,Android dev,3
2087,3,6,IOS dev,3
2088,1,5,Frontend dev,4
2089,2,3,Android dev,4
2090,3,2,IOS dev,4
2091,2,4,UX designer,1
2092,3,2,PM,4
2093,3,5,UI designer,2
2094,3,2,Android dev,3
2095,2,3,UI designer,1
2096,3,4,PM,4
2097,1,2,IOS dev,2
2098,3,4,Mobile,4
2099,2,3,Mobile,2
2100,3,2,Android dev,1
2101,2,2,UI designer,4
2102,3,2,Frontend dev,1
2103,2,2,Backend dev,3
2104,3,6,Frontend dev,4
2105,3,3,PM,2
2106,3,3,Mobile,4
2107,3,2,Backend dev,4
2108,3,6,Backend dev,1
2109,4,4,PM,1
2110,3,2,PM,4
2111,3,4,Mobile,4
2112,2,5,Backend dev,3
2113,3,4,UX designer,2
2114,4,2,UX designer,2
2115,3,2,QA,3
2116,3,3,UX designer,4
2117,3,2,PM,4
2118,3,4,Mobile,4
2119,3,2,Mobile,3
2120,3,3,PM,2
2121,4,2,UX designer,3
2122,3,4,Mobile,4
2123,3,4,Backend dev,3
2124,3,2,UX designer,4
2125,3,4,Android dev,4
2126,3,3,PM,2
2127,4,4,UX designer,2
2128,3,4,PM,3
2129,1,4,UI designer,2
2130,2,3,UI designer,1
2131,3,2,IOS dev,2
2132,3,3,PM,4
2133,3,3,Mobile,2
2134,3,2,IOS dev,3
2135,1,2,UX designer,1
2136,3,2,QA,2
2137,3,5,Mobile,3
2138,3,2,PM,2
2139,4,3,Backend dev,4
2140,2,3,UX designer,2
2141,3,2,Android dev,4
2142,3,5,PM,4
2143,3,3,Frontend dev,3
2144,3,4,Android dev,3
2145,3,4,QA,3
2146,3,2,UI designer,1
2147,3,4,UI designer,2
2148,3,5,Backend dev,4
2149,3,4,Mobile,2
2150,3,4,UX designer,2
2151,1,5,Backend dev,3
2152,3,6,PM,3
2153,2,2,UI designer,1
2154,4,3,UI designer,4
2155,2,3,Frontend dev,3
2156,2,2,UI designer,1
2157,2,2,Frontend dev,4
2158,2,3,PM,1
2159,2,5,QA,2
2160,3,3,QA,2
2161,2,2,QA,1
2162,3,3,QA,3
2163,2,3,UI designer,3
2164,3,2,UI designer,2
2165,3,2,Frontend dev,2
2166,3,2,IOS dev,1
2167,2,3,Android dev,3
2168,3,2,UI designer,3
2169,3,2,PM,2
2170,3,3,UX designer,3
2171,3,2,IOS dev,4
2172,2,3,QA,4
2173,2,2,PM,1
2174,2,4,Android dev,3
2175,3,4,QA,2
2176,2,5,Frontend dev,1
2177,4,3,PM,1
2178,3,2,IOS dev,4
2179,4,2,Mobile,1
2180,1,2,QA,2
2181,3,2,IOS dev,1
2182,2,3,UI designer,4
2183,3,3,Mobile,NA
2184,3,4,UI designer,2
2185,3,3,IOS dev,4
2186,2,2,QA,4
2187,4,3,Frontend dev,4
2188,4,2,UX designer,3
2189,3,6,IOS dev,2
2190,3,2,PM,3
2191,2,2,UI designer,3
2192,4,2,Android dev,3
2193,1,3,PM,4
2194,3,2,QA,3
2195,2,2,PM,3
2196,3,6,UI designer,4
2197,3,2,UI designer,1
2198,2,2,Backend dev,3
2199,3,5,Mobile,4
2200,2,2,Android dev,2
2201,3,2,Mobile,4
2202,4,2,Mobile,3
2203,3,3,UI designer,4
2204,3,3,PM,2
2205,3,5,Android dev,3
2206,2,2,Backend dev,3
2207,3,6,UI designer,3
2208,3,3,Android dev,3
2209,3,2,UI designer,4
2210,4,2,IOS dev,3
2211,3,2,UI designer,4
2212,3,5,UI designer,1
2213,3,4,Mobile,1
2214,3,2,UI designer,3
2215,3,5,IOS dev,4
2216,1,3,UI designer,4
2217,2,3,QA,1
2218,2,4,QA,1
2219,3,5,QA,1
2220,3,3,IOS dev,4
2221,2,2,IOS dev,4
2222,3,2,Android dev,1
2223,3,2,Backend dev,4
2224,3,2,Frontend dev,2
2225,3,3,Frontend dev,3
2226,3,2,IOS dev,1
2227,3,3,QA,2
2228,4,2,PM,1
2229,1,2,Frontend dev,2
2230,3,3,UI designer,1
2231,2,2,QA,4
2232,3,3,Android dev,1
2233,3,2,UI designer,4
2234,2,2,QA,1
2235,3,2,QA,3
2236,3,2,IOS dev,1
2237,3,2,QA,3
2238,3,3,QA,3
2239,3,2,UI designer,4
2240,3,4,UX designer,2
2241,3,2,Mobile,3
2242,2,3,Backend dev,3
2243,3,4,Backend dev,4
2244,3,2,UI designer,4
2245,2,3,IOS dev,1
2246,3,2,UI designer,2
2247,3,4,UI designer,1
2248,3,2,UX designer,2
2249,3,2,Frontend dev,4
2250,3,4,Mobile,4
2251,3,3,UX designer,1
2252,3,2,UI designer,3
2253,2,2,Mobile,2
2254,3,2,QA,1
2255,2,2,Backend dev,3
2256,3,3,QA,2
2257,1,2,UI designer,3
2258,3,3,Mobile,3
2259,4,4,UI designer,2
2260,3,3,PM,1
2261,3,4,Backend dev,1
2262,3,3,UX designer,3
2263,3,2,Backend dev,4
2264,3,3,Android dev,3
2265,3,5,Mobile,3
2266,2,2,QA,3
2267,3,5,Frontend dev,2
2268,3,4,UI designer,1
2269,3,3,UI designer,3
2270,3,4,UI designer,2
2271,3,4,PM,2
2272,2,5,IOS dev,3
2273,2,3,UI designer,1
2274,1,3,IOS dev,2
2275,2,2,Mobile,3
2276,3,5,IOS dev,3
2277,3,2,Android dev,3
2278,3,2,Frontend dev,3
2279,3,2,UX designer,2
2280,2,5,Frontend dev,3
2281,3,3,Frontend dev,1
2282,2,6,Backend dev,3
2283,3,2,Mobile,1
2284,3,3,Mobile,1
2285,1,3,Frontend dev,2
2286,2,2,UX designer,2
2287,2,5,Android dev,3
2288,2,2,Android dev,4
2289,2,4,PM,4
2290,3,3,UX designer,1
2291,2,2,Backend dev,1
2292,4,3,UI designer,2
2293,2,2,UI designer,2
2294,4,4,Frontend dev,2
2295,2,4,QA,3
2296,4,4,Backend dev,1
2297,3,2,UI designer,3
2298,2,2,Backend dev,3
2299,2,3,QA,4
2300,3,2,UI designer,3
2301,3,3,Android dev,2
2302,3,4,Android dev,4
2303,4,3,UX designer,1
2304,3,5,Backend dev,2
2305,2,3,UI designer,4
2306,3,2,Android dev,4
2307,4,6,Frontend dev,1
2308,2,2,UI designer,3
2309,3,5,UX designer,4
2310,3,3,QA,1
2311,2,3,UI designer,4
2312,4,6,Backend dev,2
2313,4,3,UX designer,3
2314,4,3,UI designer,2
2315,2,6,UI designer,4
2316,3,5,Mobile,3
2317,4,3,IOS dev,3
2318,2,2,QA,1
2319,3,4,Android dev,1
2320,3,2,Mobile,3
2321,3,5,Mobile,1
2322,3,2,IOS dev,2
2323,1,3,Android dev,1
2324,3,4,IOS dev,4
2325,2,2,Android dev,2
2326,3,4,IOS dev,1
2327,3,3,QA,1
2328,3,2,QA,4
2329,2,2,QA,4
2330,3,2,Frontend dev,4
2331,3,2,UI designer,4
2332,4,6,PM,2
2333,2,3,UX designer,2
2334,3,3,Frontend dev,3
2335,2,2,Mobile,1
2336,4,6,UX designer,3
2337,3,4,PM,3
2338,3,2,PM,4
2339,1,4,Backend dev,3
2340,3,5,PM,3
2341,3,4,Backend dev,1
2342,3,2,Backend dev,4
2343,3,2,PM,3
2344,3,3,PM,3
2345,3,2,Frontend dev,1
2346,4,4,UI designer,2
2347,2,2,Mobile,4
2348,3,3,UX designer,1
2349,3,2,UX designer,2
2350,2,4,UI designer,3
2351,2,4,Backend dev,3
2352,3,2,QA,4
2353,3,4,UI designer,4
2354,3,3,Mobile,2
2355,3,4,UX designer,1
2356,2,4,IOS dev,1
2357,3,4,UI designer,1
2358,3,3,PM,3
2359,2,2,QA,4
2360,3,3,QA,1
2361,3,3,IOS dev,1
2362,3,2,Backend dev,1
2363,2,2,PM,1
2364,3,2,PM,1
2365,3,5,UX designer,4
2366,2,2,UX designer,4
2367,2,3,UI designer,3
2368,3,3,Mobile,3
2369,3,2,UX designer,3
2370,3,5,UX designer,3
2371,4,3,Android dev,3
2372,3,4,PM,3
2373,2,4,Mobile,4
2374,3,2,IOS dev,3
2375,3,4,Mobile,1
2376,3,5,UI designer,2
2377,2,4,Android dev,4
2378,2,4,QA,4
2379,3,5,UX designer,4
2380,1,6,UI designer,4
2381,3,2,Android dev,4
2382,1,3,Backend dev,3
2383,3,3,Mobile,4
2384,3,2,QA,1
2385,2,2,UI designer,3
2386,2,3,UI designer,1
2387,2,5,Mobile,3
2388,3,3,Backend dev,2
2389,2,2,UX designer,2
2390,2,3,UX designer,1
2391,3,3,IOS dev,3
2392,3,2,Mobile,2
2393,3,2,IOS dev,2
2394,3,2,Frontend dev,3
2395,3,3,UI designer,3
2396,3,2,PM,1
2397,3,2,UX designer,3
2398,3,3,IOS dev,3
2399,2,2,Frontend dev,4
2400,3,3,Backend dev,4
2401,2,2,Android dev,2
2402,2,4,UX designer,4
2403,3,4,QA,2
2404,2,5,QA,4
2405,2,3,UX designer,1
2406,3,2,UX designer,2
2407,2,2,Frontend dev,2
2408,1,2,Android dev,3
2409,4,2,Backend dev,3
2410,3,3,Android dev,1
2411,2,3,UI designer,4
2412,3,4,IOS dev,3
2413,2,3,Frontend dev,4
2414,3,2,UI designer,3
2415,3,3,Android dev,3
2416,3,2,UI designer,4
2417,1,6,IOS dev,3
2418,3,2,Backend dev,2
2419,3,2,PM,4
2420,3,2,UX designer,2
2421,1,3,UI designer,4
2422,2,2,Backend dev,4
2423,3,2,Frontend dev,2
2424,3,6,Backend dev,4
2425,3,2,IOS dev,4
2426,3,2,Frontend dev,4
2427,4,5,UX designer,4
2428,3,2,QA,4
2429,1,2,UI designer,4
2430,3,2,Mobile,3
2431,3,3,UX designer,3
2432,3,3,Android dev,3
2433,1,5,IOS dev,4
2434,2,2,IOS dev,3
2435,2,6,PM,3
2436,3,3,QA,3
2437,3,2,Android dev,3
2438,3,3,UI designer,2
2439,3,2,Mobile,3
2440,3,3,Backend dev,3
2441,1,3,Android dev,2
2442,3,2,PM,1
2443,2,3,UI designer,1
2444,2,3,Mobile,2
2445,3,3,IOS dev,3
2446,3,2,Android dev,4
2447,3,3,Frontend dev,2
2448,3,4,QA,4
2449,3,2,UI designer,1
2450,3,3,IOS dev,2
2451,3,3,Mobile,2
2452,3,2,Backend dev,4
2453,2,4,Frontend dev,4
2454,2,4,UI designer,3
2455,2,2,Frontend dev,2
2456,3,4,Android dev,3
2457,3,2,UI designer,1
2458,3,2,IOS dev,4
2459,3,2,Mobile,4
2460,4,5,QA,3
2461,2,3,UI designer,4
2462,3,3,Frontend dev,2
2463,3,3,QA,3
2464,3,6,PM,1
2465,2,6,UI designer,4
2466,3,2,UI designer,2
2467,3,2,Android dev,4
2468,1,2,UX designer,1
2469,3,3,Android dev,2
2470,3,6,Mobile,3
2471,3,5,Backend dev,1
2472,3,2,PM,3
2473,3,6,Backend dev,2
2474,2,4,IOS dev,4
2475,3,2,Mobile,3
2476,3,2,QA,2
2477,3,2,PM,NA
2478,3,2,IOS dev,2
2479,3,6,Backend dev,1
2480,2,5,UI designer,3
2481,4,2,Frontend dev,3
2482,3,6,UI designer,4
2483,3,3,PM,4
2484,4,6,IOS dev,2
2485,2,4,IOS dev,3
2486,3,3,QA,1
2487,2,2,Backend dev,4
2488,3,6,PM,3
2489,2,3,IOS dev,2
2490,4,2,UI designer,4
2491,2,3,Mobile,1
2492,4,4,Mobile,2
2493,3,3,IOS dev,2
2494,3,4,UX designer,4
2495,3,2,PM,1
2496,3,2,Backend dev,4
2497,2,3,Frontend dev,3
2498,3,2,QA,2
2499,3,2,Mobile,1
2500,3,2,Frontend dev,1
2501,3,3,QA,4
2502,3,6,QA,2
2503,4,5,Android dev,1
2504,3,2,PM,1
2505,2,3,UI designer,4
2506,3,2,Android dev,3
2507,1,3,Frontend dev,2
2508,2,4,IOS dev,3
2509,3,2,IOS dev,3
2510,2,3,UI designer,2
2511,3,5,Frontend dev,2
2512,3,4,IOS dev,4
2513,2,4,Frontend dev,3
2514,3,4,IOS dev,2
2515,2,3,Android dev,3
2516,3,4,Frontend dev,2
2517,3,3,PM,1
2518,2,2,QA,4
2519,3,2,QA,1
2520,3,5,QA,1
2521,1,6,PM,4
2522,2,6,Mobile,4
2523,3,2,Backend dev,3
2524,3,4,PM,3
2525,3,3,IOS dev,1
2526,2,3,UX designer,1
2527,2,3,QA,3
2528,3,5,Frontend dev,2
2529,3,3,PM,4
2530,3,3,PM,4
2531,3,2,UI designer,4
2532,3,4,UI designer,4
2533,3,2,UX designer,3
2534,2,3,Frontend dev,3
2535,3,4,PM,4
2536,2,2,Android dev,4
2537,3,5,QA,3
2538,3,2,Android dev,3
2539,3,3,UX designer,2
2540,3,3,UI designer,1
2541,4,5,PM,3
2542,3,5,PM,2
2543,2,2,Android dev,3
2544,2,3,Android dev,2
2545,2,3,UI designer,4
2546,4,2,UX designer,2
2547,3,3,UI designer,1
2548,3,2,IOS dev,4
2549,3,3,UI designer,4
2550,4,3,PM,2
2551,3,3,Mobile,4
2552,3,3,Backend dev,2
2553,2,4,IOS dev,3
2554,3,3,PM,3
2555,3,2,UX designer,4
2556,2,3,UI designer,1
2557,4,3,Backend dev,1
2558,2,4,PM,2
2559,2,3,UI designer,4
2560,1,5,UX designer,4
2561,3,3,UI designer,1
2562,2,3,Android dev,3
2563,2,2,UI designer,3
2564,4,2,Android dev,4
2565,3,5,PM,1
2566,3,2,Mobile,1
2567,3,2,PM,4
2568,3,4,Frontend dev,2
2569,3,2,PM,2
2570,3,2,QA,1
2571,2,4,UI designer,4
2572,3,3,UX designer,4
2573,4,4,UX designer,3
2574,4,5,Backend dev,4
2575,3,6,Mobile,3
2576,3,5,PM,3
2577,3,3,Mobile,4
2578,3,2,Frontend dev,1
2579,3,3,PM,3
2580,3,5,PM,2
2581,3,2,QA,4
2582,3,2,Backend dev,3
2583,3,2,Android dev,2
2584,3,3,IOS dev,1
2585,3,3,IOS dev,1
2586,3,2,Android dev,2
2587,3,2,Mobile,4
2588,3,2,Backend dev,3
2589,3,2,QA,4
2590,2,5,Android dev,4
2591,3,3,Mobile,4
2592,3,3,Mobile,2
2593,3,2,Android dev,1
2594,3,2,PM,3
2595,4,3,Mobile,1
2596,1,4,UX designer,2
2597,3,4,PM,4
2598,2,2,Android dev,3
2599,4,4,PM,1
2600,4,4,QA,1
2601,4,2,UX designer,4
2602,3,2,Mobile,1
2603,2,4,UI designer,4
2604,2,3,Frontend dev,1
2605,1,2,IOS dev,4
2606,3,4,IOS dev,4
2607,2,3,Frontend dev,4
2608,3,2,PM,4
2609,3,5,Mobile,1
2610,3,3,Mobile,3
2611,3,2,UX designer,3
2612,3,2,UX designer,3
2613,2,3,IOS dev,2
2614,2,3,QA,2
2615,3,3,UX designer,4
2616,2,2,QA,1
2617,3,3,Backend dev,3
2618,3,2,Android dev,3
2619,4,3,PM,1
2620,1,4,Backend dev,3
2621,3,5,IOS dev,4
2622,2,2,QA,3
2623,2,3,IOS dev,2
2624,3,3,Android dev,2
2625,2,2,Android dev,2
2626,3,2,Android dev,3
2627,2,2,UI designer,3
2628,3,4,UX designer,3
2629,3,3,UX designer,2
2630,3,2,Mobile,3
2631,3,3,Mobile,3
2632,1,2,Frontend dev,1
2633,1,3,IOS dev,4
2634,2,2,PM,2
2635,2,2,Frontend dev,3
2636,3,3,PM,3
2637,3,3,UI designer,3
2638,2,2,UI designer,4
2639,3,3,QA,2
2640,2,3,UI designer,4
2641,3,4,Android dev,2
2642,3,5,Android dev,4
2643,2,2,Mobile,3
2644,3,5,Android dev,4
2645,3,4,Android dev,4
2646,3,5,UX designer,3
2647,3,4,Backend dev,4
2648,3,3,UX designer,4
2649,3,2,IOS dev,1
2650,4,4,Frontend dev,4
2651,3,2,UI designer,1
2652,3,5,Mobile,4
2653,2,2,Mobile,2
2654,2,2,Mobile,3
2655,3,3,Mobile,4
2656,2,3,UI designer,3
2657,3,3,UX designer,3
2658,4,2,Mobile,2
2659,3,4,UX designer,3
2660,3,3,Frontend dev,4
2661,3,3,UX designer,2
2662,3,5,Backend dev,1
2663,3,2,UX designer,4
2664,2,3,QA,4
2665,2,4,UI designer,3
2666,2,2,Backend dev,4
2667,4,3,UI designer,3
2668,3,2,Android dev,3
2669,2,3,UI designer,3
2670,3,2,PM,3
2671,3,3,IOS dev,4
2672,2,3,Android dev,2
2673,3,3,Mobile,1
2674,3,2,UI designer,1
2675,4,4,Android dev,4
2676,3,2,UI designer,1
2677,3,4,Frontend dev,3
2678,3,3,Frontend dev,4
2679,3,3,IOS dev,1
2680,3,2,Backend dev,2
2681,2,2,UI designer,2
2682,3,6,QA,3
2683,3,3,UX designer,4
2684,3,2,Frontend dev,2
2685,3,3,UX designer,3
2686,3,3,Mobile,3
2687,2,3,UI designer,2
2688,2,2,PM,4
2689,3,3,Android dev,1
2690,3,4,QA,3
2691,3,3,PM,3
2692,3,6,PM,3
2693,3,2,QA,2
2694,2,3,Backend dev,3
2695,3,6,Mobile,3
2696,2,3,QA,4
2697,3,3,IOS dev,3
2698,4,3,PM,1
2699,3,2,Android dev,2
2700,4,2,QA,4
2701,3,5,IOS dev,4
2702,3,2,Android dev,4
2703,2,2,UI designer,3
2704,3,5,Android dev,1
2705,3,2,UI designer,2
2706,3,6,UX designer,4
2707,1,2,Backend dev,1
2708,3,3,QA,NA
2709,3,3,Frontend dev,1
2710,2,3,PM,2
2711,3,3,IOS dev,4
2712,1,3,UI designer,1
2713,3,2,Mobile,4
2714,3,3,Android dev,4
2715,3,2,UI designer,3
2716,3,3,QA,4
2717,2,3,UX designer,4
2718,2,2,UX designer,3
2719,2,2,Android dev,3
2720,3,6,Backend dev,4
2721,2,3,Mobile,1
2722,2,4,UI designer,1
2723,3,3,Android dev,4
2724,2,3,QA,1
2725,3,3,Frontend dev,3
2726,3,3,Mobile,3
2727,1,4,PM,4
2728,3,4,UI designer,3
2729,2,2,IOS dev,3
2730,2,4,PM,2
2731,3,3,QA,4
2732,3,5,IOS dev,4
2733,1,3,Android dev,3
2734,3,2,UI designer,3
2735,3,2,QA,1
2736,3,2,Frontend dev,1
2737,3,2,UX designer,4
2738,3,3,UI designer,4
2739,3,4,Mobile,1
2740,2,3,QA,1
2741,3,3,UX designer,4
2742,3,5,Mobile,3
2743,3,4,PM,4
2744,3,2,Mobile,4
2745,3,3,UI designer,3
2746,3,2,UX designer,1
2747,3,5,Android dev,3
2748,3,3,QA,3
2749,3,3,Mobile,2
2750,3,5,IOS dev,1
2751,3,5,IOS dev,1
2752,4,3,Frontend dev,3
2753,2,3,Android dev,3
2754,3,3,Mobile,2
2755,1,3,Backend dev,2
2756,2,3,Android dev,2
2757,3,3,Android dev,4
2758,3,2,Frontend dev,4
2759,4,2,IOS dev,1
2760,1,5,PM,1
2761,3,5,Android dev,3
2762,3,4,IOS dev,2
2763,3,2,IOS dev,4
2764,3,3,UX designer,3
2765,3,3,QA,4
2766,4,2,UI designer,4
2767,3,2,UI designer,2
2768,3,2,UI designer,4
2769,3,4,UX designer,1
2770,2,2,Backend dev,4
2771,4,2,QA,4
2772,3,2,Backend dev,4
2773,2,2,Mobile,2
2774,3,3,UX designer,4
2775,3,4,Frontend dev,2
2776,3,2,UI designer,1
2777,2,3,QA,3
2778,2,2,Android dev,3
2779,3,2,IOS dev,3
2780,2,4,IOS dev,3
2781,4,2,QA,3
2782,2,3,QA,2
2783,3,2,UI designer,1
2784,2,4,QA,1
2785,3,2,UX designer,4
2786,2,3,Mobile,3
2787,3,4,IOS dev,4
2788,3,2,Android dev,4
2789,2,5,IOS dev,2
2790,2,2,PM,3
2791,3,5,UI designer,4
2792,3,2,Android dev,4
2793,3,2,Frontend dev,1
2794,3,3,PM,3
2795,3,3,Android dev,4
2796,3,2,UI designer,3
2797,3,3,PM,2
2798,3,3,IOS dev,4
2799,3,2,IOS dev,1
2800,3,3,UX designer,4
2801,3,4,UX designer,4
2802,3,3,UI designer,4
2803,3,3,UI designer,3
2804,3,2,UI designer,2
2805,1,3,Android dev,2
2806,3,3,PM,3
2807,3,4,UX designer,3
2808,2,6,UI designer,2
2809,2,4,Mobile,4
2810,3,2,Frontend dev,3
2811,3,2,PM,4
2812,2,2,Backend dev,1
2813,4,3,Android dev,3
2814,4,2,Mobile,4
2815,2,2,Mobile,3
2816,1,3,Frontend dev,3
2817,4,4,IOS dev,3
2818,4,2,IOS dev,2
2819,4,3,Backend dev,4
2820,4,3,QA,3
2821,2,4,Android dev,3
2822,3,2,UI designer,4
2823,2,4,UX designer,1
2824,3,2,QA,4
2825,3,3,PM,3
2826,4,2,UI designer,3
2827,3,3,UI designer,4
2828,3,2,Frontend dev,1
2829,3,2,UX designer,4
2830,2,6,Frontend dev,1
2831,4,3,IOS dev,1
2832,2,2,UX designer,2
2833,3,3,UX designer,2
2834,3,5,IOS dev,2
2835,2,2,IOS dev,3
2836,3,3,UI designer,2
2837,1,2,QA,4
2838,4,2,Mobile,3
2839,3,2,PM,3
2840,1,3,Android dev,2
2841,3,4,QA,4
2842,3,3,Android dev,3
2843,3,6,IOS dev,4
2844,4,4,QA,2
2845,2,2,IOS dev,4
2846,3,3,UX designer,4
2847,3,3,Backend dev,3
2848,4,2,Backend dev,2
2849,3,2,PM,3
2850,2,4,UI designer,4
2851,2,3,PM,4
2852,3,2,IOS dev,3
2853,3,3,Frontend dev,2
2854,3,3,QA,1
2855,3,2,QA,2
2856,3,3,Frontend dev,1
2857,3,3,PM,1
2858,2,3,IOS dev,1
2859,3,2,UX designer,4
2860,3,3,UI designer,4
2861,1,4,QA,1
2862,4,4,UX designer,4
2863,4,2,UI designer,4
2864,3,3,UI designer,2
2865,3,3,Android dev,2
2866,2,3,IOS dev,3
2867,3,5,QA,1
2868,1,2,Android dev,2
2869,3,4,UX designer,3
2870,2,3,Mobile,2
2871,4,3,PM,3
2872,3,4,Frontend dev,2
2873,3,2,UX designer,3
2874,3,3,Backend dev,2
2875,4,3,UX designer,3
2876,2,5,Android dev,NA
2877,3,2,Mobile,4
2878,1,2,Frontend dev,1
2879,4,2,UI designer,2
2880,3,3,Android dev,3
2881,3,3,QA,3
2882,4,3,IOS dev,4
2883,2,2,Backend dev,1
2884,3,2,Backend dev,4
2885,3,3,Android dev,3
2886,2,2,UI designer,4
2887,3,2,Backend dev,1
2888,3,4,Backend dev,4
2889,3,2,Backend dev,2
2890,3,3,Android dev,4
2891,4,2,Backend dev,4
2892,3,3,Mobile,1
2893,4,5,Backend dev,4
2894,2,3,Mobile,3
2895,3,2,Mobile,3
2896,3,6,Android dev,2
2897,2,6,PM,1
2898,2,2,IOS dev,4
2899,2,4,UX designer,1
2900,2,2,IOS dev,3
2901,3,3,Android dev,4
2902,2,2,Android dev,1
2903,2,2,Backend dev,2
2904,3,2,Mobile,2
2905,3,2,IOS dev,4
2906,3,3,PM,3
2907,2,3,UI designer,3
2908,3,4,Frontend dev,4
2909,3,2,Backend dev,4
2910,3,3,Frontend dev,4
2911,2,3,Android dev,3
2912,3,3,UI designer,4
2913,3,3,PM,4
2914,3,5,QA,4
2915,4,2,UX designer,3
2916,4,3,PM,4
2917,2,5,UI designer,4
2918,3,3,UI designer,4
2919,3,2,Android dev,1
2920,2,2,PM,3
2921,2,3,QA,2
2922,3,3,Frontend dev,3
2923,4,4,Backend dev,3
2924,2,3,PM,4
2925,2,3,Android dev,1
2926,2,2,Frontend dev,4
2927,2,2,Frontend dev,4
2928,4,3,PM,3
2929,3,3,Backend dev,4
2930,2,3,UI designer,1
2931,3,2,Frontend dev,1
2932,2,3,Android dev,3
2933,3,2,QA,3
2934,3,3,QA,3
2935,2,3,UI designer,4
2936,3,3,Frontend dev,1
2937,2,3,Backend dev,4
2938,3,3,PM,3
2939,2,3,Backend dev,1
2940,4,5,PM,3
2941,3,2,Mobile,4
2942,2,2,UI designer,2
2943,3,6,Backend dev,2
2944,2,3,Frontend dev,4
2945,3,2,PM,1
2946,3,3,Frontend dev,2
2947,3,2,IOS dev,3
2948,3,2,UX designer,2
2949,3,2,UX designer,4
2950,3,4,PM,1
2951,2,4,Backend dev,4
2952,3,2,PM,4
2953,3,3,Backend dev,1
2954,2,3,UI designer,2
2955,3,3,Android dev,4
2956,3,2,PM,4
2957,2,2,Android dev,3
2958,3,3,Android dev,4
2959,2,3,UX designer,2
2960,3,3,IOS dev,1
2961,3,3,PM,2
2962,2,4,IOS dev,2
2963,3,3,Frontend dev,3
2964,1,3,Android dev,3
2965,3,4,UI designer,4
2966,3,2,PM,4
2967,3,6,PM,1
2968,3,2,Frontend dev,4
2969,2,5,Backend dev,3
2970,2,3,UX designer,4
2971,2,4,UX designer,2
2972,2,3,Frontend dev,4
2973,3,3,Backend dev,1
2974,3,2,UX designer,2
2975,3,3,Backend dev,2
2976,3,3,PM,4
2977,3,2,QA,4
2978,3,2,UX designer,2
2979,2,2,UI designer,3
2980,2,4,Backend dev,2
2981,2,2,Backend dev,4
2982,2,3,Android dev,2
2983,3,2,UI designer,2
2984,3,3,QA,3
2985,2,3,Frontend dev,1
2986,3,2,UI designer,4
2987,3,4,Frontend dev,4
2988,3,2,QA,2
2989,3,2,IOS dev,3
2990,2,3,UX designer,2
2991,2,3,Backend dev,3
2992,2,2,UI designer,4
2993,3,2,UI designer,1
2994,3,2,QA,1
2995,3,3,Mobile,4
2996,3,4,Android dev,2
2997,3,4,Android dev,1
2998,3,4,UI designer,4
2999,3,3,QA,3
3000,3,2,IOS dev,2
3001,3,2,PM,2
3002,4,2,UX designer,2
3003,4,6,UI designer,3
3004,4,2,QA,4
3005,3,4,QA,4
3006,2,3,Android dev,4
3007,3,3,UX designer,4
3008,2,2,Mobile,3
3009,3,6,UI designer,4
3010,3,2,Frontend dev,3
3011,3,5,UI designer,4
3012,4,3,Backend dev,3
3013,3,3,QA,3
3014,3,3,UI designer,2
3015,3,2,Frontend dev,3
3016,3,4,UX designer,1
3017,3,3,Mobile,4
3018,3,3,IOS dev,4
3019,3,3,UI designer,1
3020,3,3,PM,4
3021,2,2,IOS dev,3
3022,2,3,IOS dev,2
3023,3,2,UX designer,4
3024,3,2,UX designer,4
3025,3,3,IOS dev,4
3026,3,2,QA,2
3027,4,4,Backend dev,2
3028,2,5,UI designer,4
3029,3,3,Mobile,2
3030,4,2,PM,3
3031,1,3,Backend dev,4
3032,2,4,IOS dev,3
3033,2,3,UI designer,3
3034,3,3,QA,2
3035,2,3,Backend dev,3
3036,3,3,Android dev,1
3037,3,3,Mobile,3
3038,3,2,PM,3
3039,3,2,Frontend dev,4
3040,2,2,UX designer,2
3041,1,2,Backend dev,4
3042,3,2,PM,4
3043,1,2,QA,3
3044,3,4,IOS dev,3
3045,1,3,Mobile,4
3046,1,2,Mobile,3
3047,4,3,Backend dev,1
3048,3,2,Frontend dev,3
3049,4,2,PM,2
3050,3,2,QA,4
3051,2,4,Backend dev,3
3052,3,2,Frontend dev,2
3053,3,2,UX designer,2
3054,4,5,Frontend dev,4
3055,3,2,UX designer,2
3056,3,3,PM,2
3057,2,2,Android dev,4
3058,3,4,Mobile,3
3059,3,2,PM,4
