employeeID ,jobID ,performanceRating ,spentTime ,standardHours ,totalWorkingYears ,inTime,outTime 
1100,4632,4,09:35:00,8,24,2020-12-02 10:15:39,2020-12-02 20:30:58
1874,3520,4,10:30:00,8,6,2020-12-02 09:45:18,2020-12-02 17:09:48
2035,5329,3,10:40:00,8,13,2020-12-02 10:12:34,2020-12-02 17:15:22
5586,4727,3,11:00:00,8,8,2020-12-02 09:49:03,2020-12-02 19:23:53
5182,1247,3,11:45:00,8,8,2020-12-02 10:25:30,2020-12-02 17:55:39
2356,1012,3,12:00:00,8,5,2020-12-02 09:45:12,2020-12-02 18:43:22
1069,3367,4,12:07:00,8,15,2020-12-02 09:53:22,2020-12-02 17:30:33
1262,4621,3,12:11:00,8,4,2020-12-02 10:12:22,2020-12-02 20:11:45
3557,3636,4,12:21:00,8,21,2020-12-02 10:07:51,2020-12-02 16:01:32
4283,2202,3,13:00:00,8,36,2020-12-02 10:23:24,2020-12-02 17:19:47
1317,4077,3,14:00:00,8,6,2020-12-02 10:00:13,2020-12-02 17:49:04
543,1841,3,14:20:00,8,10,2020-12-02 10:00:36,2020-12-02 16:45:32
2740,824,3,14:50:00,8,10,2020-12-02 09:54:24,2020-12-02 19:16:54
4472,4900,3,15:00:00,8,6,2020-12-02 09:43:14,2020-12-02 16:36:56
548,1132,4,15:10:00,8,28,2020-12-02 10:04:49,2020-12-02 17:34:43
3826,3950,3,18:00:00,8,8,2020-12-02 09:42:35,2020-12-02 18:06:41
3952,3324,3,18:10:00,8,31,2020-12-02 09:52:23,2020-12-02 16:59:10
1375,566,3,18:14:00,8,19,2020-12-02 09:49:49,2020-12-02 16:17:48
2099,2530,4,18:45:00,8,11,2020-12-02 09:52:02,2020-12-02 15:46:35
2909,2700,3,18:55:00,8,33,2020-12-02 10:25:31,2020-12-02 17:13:14
4621,1126,3,19:02:00,8,19,2020-12-02 10:01:37,2020-12-02 20:32:17
4959,3692,3,20:02:00,8,7,2020-12-02 09:38:24,2020-12-02 19:51:55
1128,3296,3,20:07:00,8,6,2020-12-02 10:15:31,2020-12-02 17:05:45
2220,362,4,20:15:00,8,3,2020-12-02 09:30:09,2020-12-02 18:08:41
1171,3022,3,22:00:00,8,1,2020-12-02 10:08:28,2020-12-02 16:57:33
2124,5453,3,23:00:00,8,21,2020-12-02 09:46:01,2020-12-02 16:50:45
3641,2620,4,23:05:00,8,3,2020-12-02 09:55:01,2020-12-02 16:57:03
743,3911,3,00:35:00,8,9,NA,2020-12-02 16:39:33
1401,1388,3,02:00:00,8,10,NA,2020-12-02 17:18:35
3627,1840,3,03:00:00,8,6,2020-12-02 10:17:07,2020-12-02 19:41:58
812,509,3,04:00:00,8,1,2020-12-02 09:47:32,2020-12-02 17:04:09
4850,3102,3,06:30:00,8,10,2020-12-02 10:12:52,2020-12-02 16:04:39
593,961,3,06:50:00,8,32,2020-12-02 09:53:45,2020-12-02 19:20:47
3254,4274,3,07:10:00,8,28,2020-12-02 09:57:22,2020-12-02 18:05:03
3932,3666,4,07:20:00,8,12,2020-12-02 10:06:23,2020-12-02 16:43:50
3929,1237,4,07:21:00,8,22,2020-12-02 10:22:25,2020-12-02 18:16:02
4411,755,3,07:31:00,8,20,2020-12-02 10:15:48,2020-12-02 16:09:10
3096,1657,4,12:00:00,8,26,NA,2020-12-02 16:42:43
4794,939,3,12:10:00,8,6,2020-12-02 10:22:33,2020-12-02 16:42:25
5529,1097,3,12:50:00,8,19,2020-12-02 10:23:41,2020-12-02 21:06:24
5558,5315,3,13:00:00,8,14,2020-12-02 09:50:41,2020-12-02 18:12:58
572,2655,3,17:00:00,8,15,2020-12-02 09:52:18,2020-12-02 17:31:58
4444,4362,3,17:15:00,8,13,2020-12-02 09:45:58,2020-12-02 20:40:50
4986,3530,4,17:45:00,8,15,2020-12-02 10:09:01,2020-12-02 19:05:41
891,36,4,20:00:00,8,8,2020-12-02 09:33:27,2020-12-02 19:32:58
3454,2630,3,21:30:00,8,4,2020-12-02 09:53:12,2020-12-02 16:38:18
4564,658,4,22:00:00,8,NA,2020-12-02 09:52:31,2020-12-02 17:44:28
2699,5274,3,04:00:00,8,12,2020-12-02 09:41:14,2020-12-02 17:54:49
3091,716,4,06:00:00,8,11,2020-12-02 10:07:39,2020-12-02 17:23:39
196,2424,3,06:15:00,8,8,2020-12-02 10:03:54,2020-12-02 15:56:12
4047,4839,3,08:15:00,8,10,2020-12-02 10:24:03,2020-12-02 17:42:19
2976,5115,3,08:25:00,8,4,2020-12-02 10:21:34,2020-12-02 20:29:45
3977,3703,3,09:55:00,8,14,2020-12-02 09:59:39,2020-12-02 20:47:22
1666,2954,3,10:05:00,8,37,2020-12-02 10:02:50,2020-12-02 18:42:14
1182,4088,3,04:00:00,8,16,NA,2020-12-02 16:39:18
2541,1423,3,05:00:00,8,15,2020-12-02 09:55:35,2020-12-02 16:21:08
1474,4660,3,05:45:00,8,22,2020-12-02 10:16:52,2020-12-02 16:57:18
4749,4320,3,05:55:00,8,8,2020-12-02 10:03:11,2020-12-02 16:34:18
1626,1634,3,07:00:00,8,10,2020-12-02 09:43:58,2020-12-02 17:30:56
2081,432,3,07:10:00,8,10,2020-12-02 10:10:31,2020-12-02 20:08:07
3628,3912,4,09:00:00,8,9,2020-12-02 10:13:52,2020-12-02 18:21:49
1496,4848,3,09:10:00,8,8,2020-12-02 09:30:35,2020-12-02 16:52:50
1861,845,3,11:30:00,8,8,2020-12-02 09:58:51,2020-12-02 17:53:46
3989,4704,3,12:00:00,8,10,2020-12-02 09:48:21,2020-12-02 18:59:01
4361,1630,3,14:30:00,8,10,NA,2020-12-02 20:16:48
2382,2847,3,14:40:00,8,0,2020-12-02 09:44:30,2020-12-02 16:24:27
2492,5239,3,15:30:00,8,20,2020-12-02 09:45:50,2020-12-02 20:30:37
4115,397,3,16:15:00,8,10,2020-12-02 10:14:39,2020-12-02 16:02:36
5379,98,3,20:00:00,8,8,2020-12-02 10:10:23,2020-12-02 20:42:48
4481,2011,3,04:00:00,8,5,2020-12-02 10:10:49,2020-12-02 16:24:14
2291,4257,3,06:30:00,8,10,2020-12-02 10:11:32,2020-12-02 17:10:18
4849,1549,4,07:30:00,8,1,2020-12-02 09:45:09,2020-12-02 18:02:57
3049,1470,3,08:30:00,8,12,2020-12-02 09:39:16,2020-12-02 19:41:20
4841,703,3,08:45:00,8,28,NA,2020-12-02 19:29:36
3651,3291,3,09:00:00,8,22,2020-12-02 09:58:01,2020-12-02 20:06:11
5109,4065,3,09:30:00,8,9,2020-12-02 10:05:39,2020-12-02 19:51:41
3999,660,3,10:00:00,8,18,2020-12-02 10:02:03,2020-12-02 17:16:54
1790,948,4,10:02:00,8,6,2020-12-02 09:50:22,2020-12-02 21:18:41
993,262,3,10:32:00,8,3,2020-12-02 10:02:26,2020-12-02 17:02:33
5329,4530,3,10:47:00,8,18,2020-12-02 10:15:41,2020-12-02 17:42:02
3073,4692,3,11:02:00,8,8,2020-12-02 09:37:07,2020-12-02 16:30:50
389,348,3,13:00:00,8,31,2020-12-02 09:52:39,2020-12-02 20:55:34
4890,1907,3,13:30:00,8,6,2020-12-02 09:57:22,2020-12-02 18:20:45
4563,1471,3,13:40:00,8,6,2020-12-02 10:13:11,2020-12-02 20:30:45
996,150,3,16:00:00,8,1,2020-12-02 10:10:08,2020-12-02 16:59:25
5344,1769,3,16:20:00,8,32,2020-12-02 10:05:30,2020-12-02 16:56:58
3517,4843,3,16:40:00,8,7,NA,2020-12-02 15:54:31
1512,2900,4,17:00:00,8,6,2020-12-02 10:03:42,2020-12-02 16:48:51
5319,3322,3,17:05:00,8,1,2020-12-02 10:03:29,2020-12-02 16:53:48
498,4409,3,17:10:00,8,6,2020-12-02 09:55:05,2020-12-02 18:39:40
4458,741,3,17:15:00,8,9,2020-12-02 09:48:15,2020-12-02 16:04:20
5506,4683,3,17:20:00,8,9,2020-12-02 09:54:52,2020-12-02 18:21:46
695,4314,3,17:50:00,8,13,2020-12-02 10:38:13,2020-12-02 20:43:05
1892,1110,3,17:55:00,8,6,2020-12-02 09:59:11,2020-12-02 17:03:09
5578,122,3,18:00:00,8,17,2020-12-02 09:50:25,2020-12-02 20:47:29
4767,378,3,18:05:00,8,1,2020-12-02 10:29:57,2020-12-02 16:06:53
316,4475,3,18:10:00,8,10,2020-12-02 10:14:03,2020-12-02 18:26:53
571,1686,3,18:15:00,8,21,2020-12-02 09:47:44,2020-12-02 17:57:23
5555,616,3,18:45:00,8,8,2020-12-02 09:58:35,2020-12-02 18:16:39
1764,2715,3,19:00:00,8,10,2020-12-02 10:08:19,2020-12-02 16:03:25
1066,2554,3,19:05:00,8,21,NA,2020-12-02 16:12:15
2798,1087,4,19:35:00,8,10,2020-12-02 10:01:14,2020-12-02 16:15:01
4820,921,4,23:30:00,8,8,2020-12-02 09:52:11,2020-12-02 17:33:42
795,474,3,23:35:00,8,5,2020-12-02 09:47:21,2020-12-02 16:28:27
2370,2522,3,04:00:00,8,3,2020-12-02 09:47:43,2020-12-02 16:35:24
1866,4865,3,06:00:00,8,26,NA,2020-12-02 17:45:33
1023,2662,3,07:00:00,8,3,2020-12-02 09:45:52,2020-12-02 17:51:51
4845,76,3,07:45:00,8,6,NA,2020-12-02 18:49:57
5018,576,3,08:10:00,8,6,2020-12-02 09:39:28,2020-12-02 16:39:56
1465,1556,3,08:55:00,8,1,2020-12-02 09:50:02,2020-12-02 15:50:11
958,379,3,09:20:00,8,18,2020-12-02 09:43:04,2020-12-02 20:02:06
4750,138,3,09:35:00,8,10,2020-12-02 10:11:44,2020-12-02 20:19:47
1122,2792,3,10:20:00,8,5,2020-12-02 09:55:14,2020-12-02 16:52:14
4228,1200,3,11:20:00,8,3,2020-12-02 10:53:53,2020-12-02 18:10:58
542,1887,3,11:50:00,8,10,NA,2020-12-02 18:14:13
2079,4541,3,12:50:00,8,6,2020-12-02 10:04:33,2020-12-02 20:47:32
3825,599,3,14:20:00,8,17,2020-12-02 10:03:16,2020-12-02 17:47:06
1923,3642,4,16:35:00,8,15,2020-12-02 10:24:58,2020-12-02 17:07:57
1223,4235,3,16:50:00,8,16,2020-12-02 09:38:12,2020-12-02 17:31:52
4136,514,3,17:30:00,8,13,2020-12-02 10:21:53,2020-12-02 19:03:20
335,5324,3,20:00:00,8,5,2020-12-02 09:59:12,2020-12-02 17:32:36
1633,4410,3,20:40:00,8,1,2020-12-02 10:30:18,2020-12-02 16:57:08
2150,5530,3,20:55:00,8,10,2020-12-02 09:33:41,2020-12-02 19:31:41
3811,1992,3,21:25:00,8,1,2020-12-02 09:52:30,2020-12-02 18:35:59
3805,233,3,22:45:00,8,5,2020-12-02 09:13:18,2020-12-02 20:30:43
2037,3955,3,23:05:00,8,4,2020-12-02 09:46:32,2020-12-02 19:25:42
3551,2856,4,04:00:00,8,8,2020-12-02 09:41:11,2020-12-02 17:27:06
3581,2877,3,09:00:00,8,10,NA,2020-12-02 17:16:47
5127,3262,3,09:15:00,8,12,2020-12-02 10:10:02,2020-12-02 16:58:42
5206,2405,3,10:45:00,8,6,2020-12-02 10:25:59,2020-12-02 19:33:52
3974,2037,3,12:45:00,8,4,2020-12-02 09:55:50,2020-12-02 16:41:06
1344,3383,3,17:00:00,8,20,2020-12-02 10:15:14,2020-12-02 16:18:58
3673,4687,4,17:20:00,8,9,2020-12-02 09:56:43,2020-12-02 17:07:52
2520,1916,3,21:00:00,8,4,2020-12-02 10:12:44,2020-12-02 19:55:13
3494,393,3,21:30:00,8,20,2020-12-02 10:10:59,2020-12-02 19:41:34
3670,275,3,04:00:00,8,10,2020-12-02 10:29:12,2020-12-02 18:53:49
5518,4677,3,09:00:00,8,18,2020-12-02 10:36:15,2020-12-02 17:56:18
3311,3572,3,09:10:00,8,10,2020-12-02 10:20:08,2020-12-02 18:09:35
4319,5111,4,09:30:00,8,9,2020-12-02 09:44:09,2020-12-02 17:22:14
3233,1801,3,09:40:00,8,10,2020-12-02 10:16:10,2020-12-02 18:09:39
954,488,3,09:50:00,8,20,2020-12-02 10:00:04,2020-12-02 16:24:48
1059,507,3,10:50:00,8,20,2020-12-02 10:10:25,2020-12-02 16:29:47
821,1307,3,11:05:00,8,32,2020-12-02 10:46:57,2020-12-02 16:37:03
3294,64,4,11:20:00,8,23,2020-12-02 09:40:44,2020-12-02 17:12:41
1571,1206,4,12:00:00,8,10,NA,2020-12-02 16:32:47
3704,1816,3,13:00:00,8,9,2020-12-02 09:51:49,2020-12-02 18:02:12
2819,5033,3,15:00:00,8,22,2020-12-02 09:45:13,2020-12-02 16:03:04
1437,2263,4,17:00:00,8,4,NA,2020-12-02 20:20:22
784,2726,3,18:00:00,8,10,2020-12-02 09:57:17,2020-12-02 16:13:32
1372,1479,3,19:00:00,8,10,2020-12-02 10:29:08,2020-12-02 18:45:42
4617,5540,3,19:15:00,8,10,2020-12-02 10:10:14,2020-12-02 16:19:14
1517,4202,3,21:00:00,8,9,2020-12-02 09:49:27,2020-12-02 18:19:44
3696,1937,4,21:10:00,8,28,2020-12-02 09:46:55,2020-12-02 15:32:17
4842,174,3,04:00:00,8,10,NA,2020-12-02 21:22:55
2500,2406,3,06:00:00,8,1,2020-12-02 10:07:13,2020-12-02 16:29:16
4585,2938,4,07:00:00,8,7,2020-12-02 10:15:34,2020-12-02 18:08:34
3169,2892,3,07:05:00,8,7,NA,2020-12-02 21:07:56
4410,3900,3,07:10:00,8,10,2020-12-02 09:38:43,2020-12-02 17:23:29
3797,430,3,12:30:00,8,5,2020-12-02 09:27:43,2020-12-02 16:59:05
740,1837,3,12:40:00,8,12,2020-12-02 09:24:42,2020-12-02 17:20:58
5261,569,3,13:10:00,8,30,2020-12-02 10:09:26,2020-12-02 16:20:42
4938,339,3,13:20:00,8,5,2020-12-02 09:34:53,2020-12-02 18:38:06
3777,3206,3,13:35:00,8,9,2020-12-02 10:04:56,2020-12-02 16:28:14
504,3390,3,14:35:00,8,2,2020-12-02 10:02:49,2020-12-02 18:14:32
2106,1825,3,14:50:00,8,19,2020-12-02 09:48:47,2020-12-02 16:21:26
207,5132,3,17:00:00,8,16,2020-12-02 09:36:59,2020-12-02 19:59:50
5046,3744,3,18:45:00,8,10,2020-12-02 10:11:01,2020-12-02 17:11:35
3595,305,3,19:45:00,8,6,2020-12-02 10:03:18,2020-12-02 18:23:59
2564,2895,3,22:30:00,8,7,2020-12-02 09:52:48,2020-12-02 19:46:43
4092,4641,3,04:00:00,8,34,2020-12-02 10:13:32,2020-12-02 17:42:29
804,2087,3,08:30:00,8,10,2020-12-02 10:09:24,2020-12-02 15:48:58
4756,2458,3,10:30:00,8,6,2020-12-02 09:55:22,2020-12-02 17:46:27
4246,4026,3,10:50:00,8,9,NA,2020-12-02 17:03:47
3527,4816,3,11:50:00,8,2,2020-12-02 09:56:23,2020-12-02 17:16:50
3192,818,3,12:10:00,8,8,2020-12-02 09:29:42,2020-12-02 16:47:39
612,516,3,12:25:00,8,6,2020-12-02 10:06:08,2020-12-02 16:50:15
1959,4708,3,12:45:00,8,24,2020-12-02 09:57:58,2020-12-02 16:51:05
3729,2930,3,13:00:00,8,10,2020-12-02 10:02:02,2020-12-02 18:03:05
2426,4668,3,13:20:00,8,5,NA,2020-12-02 19:27:30
3059,731,3,13:35:00,8,5,2020-12-02 09:44:35,2020-12-02 16:35:06
3110,3498,3,16:30:00,8,11,2020-12-02 09:31:01,2020-12-02 20:40:28
4489,3160,3,17:30:00,8,6,2020-12-02 10:10:28,2020-12-02 18:36:43
2817,4800,3,18:30:00,8,10,2020-12-02 09:43:23,2020-12-02 17:51:09
2424,997,3,19:30:00,8,9,2020-12-02 10:02:38,2020-12-02 17:49:34
3901,3591,3,20:00:00,8,5,2020-12-02 09:45:34,2020-12-02 16:24:10
3111,3532,3,22:00:00,8,6,2020-12-02 10:04:36,2020-12-02 17:55:35
245,5012,3,22:20:00,8,17,2020-12-02 10:12:20,2020-12-02 16:51:57
2176,40,3,22:35:00,8,6,2020-12-02 10:21:23,2020-12-02 17:40:11
4010,4572,3,22:55:00,8,3,2020-12-02 10:07:28,2020-12-02 17:20:44
1776,1749,3,04:00:00,8,7,2020-12-02 09:24:37,2020-12-02 16:29:57
1071,942,3,05:00:00,8,8,2020-12-02 10:03:56,2020-12-02 16:12:49
2169,596,4,05:15:00,8,6,2020-12-02 09:53:17,2020-12-02 15:59:27
4906,3661,3,05:25:00,8,24,2020-12-02 09:40:00,2020-12-02 16:40:13
2065,982,3,05:40:00,8,1,2020-12-02 10:34:34,2020-12-02 20:02:15
4175,404,3,05:55:00,8,1,2020-12-02 09:45:26,2020-12-02 17:27:10
2950,2395,3,06:15:00,8,9,2020-12-02 09:36:51,2020-12-02 16:41:49
4179,3299,3,06:30:00,8,30,2020-12-02 10:01:48,2020-12-02 16:50:34
5411,5418,3,06:40:00,8,1,2020-12-02 10:16:49,2020-12-02 20:22:52
2163,1633,3,06:43:00,8,14,2020-12-02 10:00:15,2020-12-02 20:43:02
4501,3096,3,06:48:00,8,6,2020-12-02 10:22:07,2020-12-02 18:08:45
3653,2234,3,06:58:00,8,26,2020-12-02 09:18:11,2020-12-02 20:16:03
4832,2575,4,07:30:00,8,10,2020-12-02 10:19:27,2020-12-02 16:32:44
1580,5585,3,07:45:00,8,10,NA,2020-12-02 17:00:07
459,2861,3,07:50:00,8,40,2020-12-02 10:06:49,2020-12-02 20:08:50
2540,3902,3,07:55:00,8,7,2020-12-02 09:59:20,2020-12-02 18:02:20
3863,2116,3,08:05:00,8,8,2020-12-02 09:50:55,2020-12-02 16:42:25
3750,1233,3,08:20:00,8,5,2020-12-02 09:58:55,2020-12-02 17:01:42
2021,3798,3,08:25:00,8,8,2020-12-02 10:09:55,2020-12-02 16:24:20
4941,1228,3,08:30:00,8,14,2020-12-02 10:16:01,2020-12-02 18:09:05
5614,5079,3,08:35:00,8,10,2020-12-02 10:05:03,2020-12-02 20:15:45
1435,4398,3,08:40:00,8,12,2020-12-02 09:46:08,2020-12-02 16:33:29
4706,4500,3,08:45:00,8,1,2020-12-02 10:01:08,2020-12-02 17:13:01
1006,3904,3,08:50:00,8,10,2020-12-02 10:12:32,2020-12-02 16:44:50
722,2538,3,08:52:00,8,13,2020-12-02 09:58:03,2020-12-02 17:19:02
3474,4476,3,08:55:00,8,6,2020-12-02 10:30:53,2020-12-02 17:00:58
3930,2728,3,09:00:00,8,9,2020-12-02 10:05:12,2020-12-02 17:04:03
3645,4091,3,09:10:00,8,12,2020-12-02 10:06:43,2020-12-02 15:44:08
3082,2100,3,09:20:00,8,22,2020-12-02 09:40:15,2020-12-02 19:58:16
2734,3456,4,09:25:00,8,9,2020-12-02 09:45:50,2020-12-02 15:54:21
1611,1492,3,09:35:00,8,17,2020-12-02 10:15:05,2020-12-02 17:14:02
3391,3460,3,10:05:00,8,8,NA,2020-12-02 16:39:05
5560,1304,3,10:10:00,8,4,2020-12-02 10:04:26,2020-12-02 17:11:20
4199,28,4,10:25:00,8,8,2020-12-02 09:49:55,2020-12-02 16:30:53
1219,3008,3,10:30:00,8,0,2020-12-02 09:48:19,2020-12-02 17:15:27
3427,3491,3,11:30:00,8,29,2020-12-02 09:37:58,2020-12-02 17:31:42
2937,5102,3,11:40:00,8,10,2020-12-02 10:12:31,2020-12-02 17:31:00
4386,3947,3,12:00:00,8,6,NA,2020-12-02 17:04:15
3507,2470,3,12:05:00,8,9,2020-12-02 09:55:44,2020-12-02 20:10:03
3993,3840,4,14:40:00,8,6,2020-12-02 10:26:31,2020-12-02 15:44:02
3309,3634,3,14:50:00,8,18,2020-12-02 10:18:31,2020-12-02 20:47:03
2934,728,4,15:05:00,8,8,2020-12-02 09:46:56,2020-12-02 17:02:03
4685,5516,3,15:20:00,8,10,2020-12-02 09:37:56,2020-12-02 19:18:42
765,4212,3,15:30:00,8,35,2020-12-02 09:58:52,2020-12-02 17:55:46
2876,3905,3,15:50:00,8,18,2020-12-02 09:29:14,2020-12-02 17:09:19
590,4859,3,15:55:00,8,9,2020-12-02 09:28:07,2020-12-02 18:16:00
834,1117,3,15:57:00,8,31,2020-12-02 10:06:49,2020-12-02 17:28:18
4150,3338,3,16:02:00,8,9,2020-12-02 10:05:32,2020-12-02 17:09:58
3195,1352,3,16:55:00,8,6,2020-12-02 09:53:42,2020-12-02 16:01:26
1720,4042,3,17:05:00,8,4,2020-12-02 09:59:39,2020-12-02 16:01:48
3461,3475,3,17:40:00,8,10,2020-12-02 10:12:31,2020-12-02 16:27:43
258,2304,3,17:50:00,8,8,2020-12-02 09:58:22,2020-12-02 18:59:18
4075,953,4,18:00:00,8,6,2020-12-02 10:09:46,2020-12-02 17:38:24
1483,130,3,18:45:00,8,5,2020-12-02 10:07:44,2020-12-02 17:13:00
3794,4186,3,18:55:00,8,17,2020-12-02 10:06:40,2020-12-02 17:22:41
4663,4073,3,19:45:00,8,10,2020-12-02 10:06:23,2020-12-02 20:06:23
1547,5503,3,21:00:00,8,4,2020-12-02 09:58:32,2020-12-02 18:15:43
4440,2529,3,21:10:00,8,5,2020-12-02 09:27:00,2020-12-02 18:21:35
2972,4696,3,21:15:00,8,7,2020-12-02 09:51:08,2020-12-02 20:28:56
3151,4914,4,21:35:00,8,6,2020-12-02 10:35:25,2020-12-02 16:53:49
4467,858,3,21:45:00,8,10,2020-12-02 10:09:13,2020-12-02 17:32:02
1371,1413,3,22:00:00,8,3,2020-12-02 09:50:09,2020-12-02 17:32:13
5161,4332,4,22:05:00,8,17,2020-12-02 09:53:01,2020-12-02 17:36:08
724,5487,3,22:30:00,8,8,2020-12-02 10:25:41,2020-12-02 16:44:52
4742,4714,3,04:00:00,8,5,2020-12-02 10:10:55,2020-12-02 16:13:25
5491,4429,3,07:00:00,8,28,2020-12-02 09:35:12,2020-12-02 17:30:02
1383,4582,3,07:15:00,8,16,2020-12-02 10:07:43,2020-12-02 17:33:44
898,5106,3,08:15:00,8,10,2020-12-02 09:47:52,2020-12-02 19:11:43
3994,4028,4,08:25:00,8,33,2020-12-02 09:58:14,2020-12-02 17:14:11
2405,4453,3,08:55:00,8,12,2020-12-02 09:53:56,2020-12-02 16:41:48
3743,967,3,12:00:00,8,8,2020-12-02 09:55:16,2020-12-02 20:35:39
1312,5394,3,13:30:00,8,10,2020-12-02 09:58:47,2020-12-02 16:11:49
4005,986,4,14:00:00,8,31,2020-12-02 10:25:29,2020-12-02 19:20:45
4509,2987,3,15:00:00,8,13,2020-12-02 10:18:54,2020-12-02 20:24:06
3728,4592,3,15:30:00,8,7,2020-12-02 10:16:31,2020-12-02 16:14:30
3365,5144,3,16:00:00,8,1,2020-12-02 09:50:36,2020-12-02 16:09:11
2729,966,3,16:30:00,8,8,2020-12-02 10:03:08,2020-12-02 18:09:05
3323,4613,3,17:00:00,8,8,2020-12-02 10:06:51,2020-12-02 16:49:12
153,4460,3,18:00:00,8,4,2020-12-02 10:03:33,2020-12-02 17:10:50
5064,1806,3,18:20:00,8,3,2020-12-02 09:49:31,2020-12-02 16:10:45
4731,2804,3,19:20:00,8,4,2020-12-02 10:09:08,2020-12-02 17:27:06
2673,3444,3,19:40:00,8,2,2020-12-02 09:49:17,2020-12-02 16:51:51
3835,3250,3,20:40:00,8,1,2020-12-02 10:15:48,2020-12-02 17:30:37
4379,2950,3,20:50:00,8,17,2020-12-02 10:04:03,2020-12-02 18:30:15
2503,2115,4,21:50:00,8,3,2020-12-02 09:32:45,2020-12-02 16:36:48
5091,4625,3,22:00:00,8,4,2020-12-02 10:44:17,2020-12-02 16:20:36
3568,3690,3,22:30:00,8,10,2020-12-02 10:06:57,2020-12-02 16:34:43
4363,5602,4,04:00:00,8,6,2020-12-02 09:45:20,2020-12-02 15:55:07
430,560,3,12:00:00,8,8,2020-12-02 09:53:50,2020-12-02 17:43:21
3343,1475,3,13:00:00,8,1,2020-12-02 09:57:37,2020-12-02 15:48:22
1288,4628,3,13:15:00,8,1,2020-12-02 09:37:19,2020-12-02 15:55:39
1152,860,3,13:35:00,8,10,2020-12-02 10:01:34,2020-12-02 17:25:43
2613,1061,3,13:45:00,8,6,2020-12-02 09:54:46,2020-12-02 18:53:36
5595,4961,4,14:00:00,8,24,2020-12-02 09:46:10,2020-12-02 17:46:31
4389,4926,3,14:02:00,8,13,2020-12-02 10:30:52,2020-12-02 18:04:10
5539,5350,4,14:37:00,8,10,NA,2020-12-02 16:20:09
1727,4166,3,14:47:00,8,29,2020-12-02 10:03:30,2020-12-02 17:12:36
2384,67,3,16:00:00,8,13,NA,2020-12-02 18:04:51
1706,3407,3,16:30:00,8,9,2020-12-02 10:23:04,2020-12-02 18:44:59
4839,5436,3,16:45:00,8,8,2020-12-02 10:03:49,2020-12-02 19:28:33
3266,5209,3,18:00:00,8,15,2020-12-02 09:42:13,2020-12-02 19:38:16
4431,3674,3,18:30:00,8,5,2020-12-02 10:10:07,2020-12-02 19:33:22
1642,35,3,18:35:00,8,1,2020-12-02 10:12:03,2020-12-02 15:51:03
4080,2956,3,20:30:00,8,11,2020-12-02 09:36:08,2020-12-02 15:27:47
1700,2774,3,20:35:00,8,7,2020-12-02 10:06:13,2020-12-02 18:16:34
1307,5369,3,21:35:00,8,20,2020-12-02 10:46:32,2020-12-02 17:39:10
487,4711,3,22:05:00,8,16,2020-12-02 09:49:15,2020-12-02 17:31:50
470,147,3,04:00:00,8,1,2020-12-02 09:37:28,2020-12-02 18:21:18
3710,4842,3,07:00:00,8,1,2020-12-02 10:04:57,2020-12-02 17:17:33
1640,4384,3,07:30:00,8,10,2020-12-02 09:50:02,2020-12-02 17:32:30
5589,2453,3,07:40:00,8,3,2020-12-02 10:27:34,2020-12-02 16:26:11
1384,4346,4,07:55:00,8,8,2020-12-02 10:13:57,2020-12-02 17:01:38
2830,979,3,08:07:00,8,16,2020-12-02 10:13:09,2020-12-02 16:41:09
342,2919,3,13:00:00,8,6,NA,2020-12-02 15:17:26
2611,3704,3,13:10:00,8,17,2020-12-02 09:50:54,2020-12-02 18:03:45
2813,3546,3,13:50:00,8,9,2020-12-02 09:54:29,2020-12-02 18:52:49
662,1722,3,14:00:00,8,3,2020-12-02 10:28:51,2020-12-02 15:57:47
1745,1255,3,17:30:00,8,5,2020-12-02 10:08:27,2020-12-02 16:53:13
5140,3627,3,17:42:00,8,26,2020-12-02 10:23:23,2020-12-02 15:59:22
1319,382,3,18:42:00,8,7,2020-12-02 09:49:28,2020-12-02 17:12:06
3793,2769,3,18:44:00,8,22,2020-12-02 10:07:40,2020-12-02 20:41:33
4041,4695,3,19:04:00,8,10,NA,2020-12-02 20:40:35
5002,3140,4,19:06:00,8,6,2020-12-02 09:35:00,2020-12-02 17:57:12
5074,30,3,19:36:00,8,12,2020-12-02 10:28:03,2020-12-02 18:56:57
2527,2295,3,19:38:00,8,9,2020-12-02 09:34:29,2020-12-02 18:23:17
1983,2488,3,20:08:00,8,22,2020-12-02 09:49:55,2020-12-02 20:04:20
4315,3213,3,22:08:00,8,20,2020-12-02 10:13:57,2020-12-02 19:31:56
4329,121,3,02:00:00,8,12,2020-12-02 10:20:48,2020-12-02 17:45:33
317,5097,4,04:00:00,8,4,2020-12-02 10:23:24,2020-12-02 16:34:39
4399,456,3,07:00:00,8,10,2020-12-02 10:15:10,2020-12-02 18:45:03
2377,1553,3,07:30:00,8,3,2020-12-02 10:14:27,2020-12-02 21:13:54
3413,1437,3,07:45:00,8,5,2020-12-02 10:41:35,2020-12-02 16:29:27
3286,2449,3,09:45:00,8,8,2020-12-02 10:14:52,2020-12-02 17:20:25
5173,3990,4,14:30:00,8,32,2020-12-02 10:19:34,2020-12-02 20:44:12
3593,2349,3,16:30:00,8,6,2020-12-02 10:18:57,2020-12-02 17:22:53
2848,27,3,20:00:00,8,21,2020-12-02 10:05:17,2020-12-02 17:59:31
