employeeAdditionalInfo,employeeID,education,maritalStatus ,monthlyIncome ,environmentSatisfaction,trainingTimesLastYear
,3969,4,Divorced,23410,3,3
,2699,3,Divorced,22930,3,0
,3034,2,Single,87260,3,2
,1588,2,Married,40110,4,2
,2978,2,Married,195450,1,3
,5352,4,Divorced,45680,3,2
,1489,1,Married,30220,1,3
,4900,5,Divorced,57720,3,3
,5317,3,Single,22690,4,2
,3220,5,Married,53810,2,0
,2433,4,Married,34410,1,5
,4937,2,Married,54540,3,5
,3232,3,Married,98840,3,3
,1299,3,Married,41570,2,2
,4734,5,Single,134580,2,3
,5512,3,Divorced,90690,3,3
,3690,2,Married,40140,3,4
,2682,3,Divorced,59150,2,3
,179,3,Single,59930,1,3
,5523,3,Single,61620,4,2
,3393,4,Single,24060,1,3
,4108,1,Married,187400,3,2
,1566,3,Married,76370,1,3
,480,3,Married,100960,4,3
,4247,3,Single,147560,4,3
,1935,4,Divorced,64990,2,3
,2547,3,Married,97240,2,2
,4038,3,Divorced,21940,4,5
,1006,3,Single,33880,4,2
,784,3,Married,54730,4,2
,736,1,Single,27030,4,2
,1805,2,Single,25010,1,3
,4992,5,Single,62200,4,2
,4828,3,Single,30380,4,5
,1747,2,Married,44240,2,2
,3127,4,Single,43120,2,2
,5516,3,Married,132450,3,3
,2447,3,Single,136640,3,6
,1291,3,Single,50210,4,3
,4590,4,Married,51260,4,2
,4438,1,Married,28590,3,2
,4629,3,Divorced,102390,2,3
,1471,2,Single,53290,1,3
,2466,1,Divorced,43250,4,2
,1776,3,Married,72600,4,2
,592,3,Married,23220,4,0
,5435,4,Single,20750,1,0
,3885,4,Married,41520,1,3
,2919,3,Single,96190,3,2
,3103,2,Single,135030,1,6
,3749,3,Divorced,54410,4,6
,3681,3,Divorced,52090,3,3
,3974,2,Single,106730,3,2
,195,1,Divorced,50100,3,3
,4885,1,Married,135490,4,3
,337,5,Single,49990,2,2
,3629,3,Married,42210,2,4
,314,4,Married,138720,3,3
,766,4,Married,20420,3,6
,2567,3,Single,20730,4,3
,357,3,Single,29560,4,6
,4439,3,Divorced,29260,4,3
,1786,3,Single,48090,4,2
,2571,1,Divorced,51630,4,4
,347,4,Married,188440,1,3
,3654,3,Married,181720,4,5
,2303,3,Divorced,57440,2,4
,5505,5,Married,28890,3,2
,3169,2,Single,28710,4,2
,3093,3,Single,74840,3,3
,5222,3,Single,60740,2,2
,240,1,Single,173280,1,2
,1229,3,Single,27740,2,2
,1580,3,Single,45050,4,3
,4771,3,Married,74280,4,2
,3407,2,Single,116310,1,2
,3609,4,Married,97380,4,2
,3086,2,Divorced,28350,1,2
,251,2,Married,169590,2,5
,3112,2,Single,26130,4,2
,2582,4,Single,61460,2,3
,989,4,Divorced,49630,4,2
,345,2,Married,195370,3,5
,170,4,Divorced,61720,4,1
,4930,4,Single,23680,1,3
,2827,3,Single,103120,3,2
,4563,4,Married,16750,1,6
,2679,3,Married,25230,4,2
,4611,4,Married,65670,3,3
,1016,3,Married,47390,3,2
,4892,4,Divorced,92080,2,2
,4240,3,Married,45590,3,2
,522,5,Divorced,81890,3,3
,1098,3,Married,29420,4,1
,2709,4,Married,49410,3,3
,3779,4,Married,106500,2,2
,172,4,Married,59020,3,2
,5228,5,Single,86390,1,3
,1897,4,Married,63470,3,2
,3388,3,Married,42000,3,3
,2701,3,Married,34520,3,3
,5086,3,Single,43170,4,2
,2651,4,Single,26320,4,3
,4176,1,Married,46680,4,2
,5040,4,Single,32040,3,4
,4704,3,Married,27200,3,3
,3140,1,Married,171810,NA,2
,4685,3,Single,22380,1,3
,1275,3,Single,14830,3,3
,2586,4,Single,56050,2,2
,778,2,Married,72950,2,3
,3466,3,Divorced,23060,1,5
,4520,4,Single,23480,3,3
,1339,2,Married,89980,3,2
,648,3,Single,43190,3,3
,1590,2,Married,61320,2,3
,1459,4,Divorced,33460,3,2
,1433,3,Single,108550,3,2
,4014,2,Married,22310,2,3
,339,5,Married,23230,3,2
,3064,4,Married,20240,3,2
,5072,3,Married,27130,4,2
,181,3,Married,94390,1,0
,5705,5,Single,25660,4,3
,1221,3,Single,199260,1,5
,5071,4,Divorced,24510,1,3
,4007,4,Single,94190,3,5
,4143,4,Married,86860,2,2
,1626,4,Divorced,30380,2,3
,5407,5,Divorced,30580,2,2
,4496,3,Married,23250,1,1
,811,5,Divorced,20880,4,2
,1341,3,Married,30720,3,4
,1856,1,Married,50060,3,2
,3464,2,Divorced,42570,4,2
,805,4,Divorced,25000,2,3
,3505,2,Married,11020,4,3
,2572,3,Married,104530,1,2
,1389,4,Single,22880,2,4
,878,3,Married,39290,1,6
,1922,3,Married,23110,3,2
,4146,2,Married,31400,4,2
,4159,2,Divorced,36900,4,2
,2839,3,Divorced,44500,4,3
,684,3,Married,27560,3,2
,3259,3,Married,190330,3,5
,3685,5,Married,187220,1,3
,4918,5,Married,95470,2,3
,5687,2,Married,137340,2,3
,597,1,Married,199990,3,6
,1136,3,Married,22790,4,3
,2850,3,Divorced,59160,2,2
,1078,3,Married,20890,1,2
,1269,3,Married,167920,4,3
,5241,4,Married,35640,3,1
,3759,1,Single,44250,4,2
,1573,3,Married,52650,4,4
,138,4,Married,65530,3,2
,227,5,Single,62610,1,1
,502,3,Divorced,42980,1,6
,3955,3,Married,68040,4,3
,4515,3,Divorced,38150,4,3
,3263,1,Single,27410,1,5
,1280,4,Divorced,66730,1,2
,391,2,Married,76390,2,6
,174,5,Single,23280,1,3
,2134,2,Divorced,21530,4,3
,874,4,Divorced,48760,1,4
,974,3,Single,93960,3,6
,2131,3,Single,104000,4,2
,4190,4,Married,84740,3,3
,4430,3,Single,99810,4,3
,2508,4,Married,124900,2,3
,2622,3,Divorced,26570,2,3
,4599,3,Divorced,135910,3,2
,3199,4,Married,66960,4,3
,1289,3,Single,20580,2,5
,2491,2,Divorced,88650,2,0
,2932,1,Single,59400,3,2
,1255,3,Single,59140,3,4
,3132,4,Divorced,26220,3,3
,1314,3,Married,121850,2,2
,1306,1,Married,106090,4,3
,4054,2,Married,43450,1,3
,612,4,Married,21770,4,4
,212,2,Married,27930,4,4
,4782,4,Single,79180,2,3
,4394,3,Married,87890,4,4
,230,3,Married,23890,3,4
,1484,2,Married,32120,3,3
,5627,4,Divorced,192320,1,3
,3100,3,Single,22670,3,2
,4152,4,Single,195170,4,5
,3194,3,Single,24360,3,3
,2673,3,Single,160640,4,3
,3748,3,Single,27070,1,2
,234,4,Married,190680,4,1
,5068,3,Divorced,39310,4,2
,5186,3,Married,37300,3,4
,2810,3,Married,22320,3,2
,709,4,Single,44650,2,3
,4158,4,Married,30720,1,3
,1234,1,Married,33190,3,3
,2797,1,Married,192020,3,5
,5487,3,Married,136750,3,5
,3710,4,Married,29110,4,3
,3373,2,Single,59570,4,2
,864,3,Divorced,39200,3,3
,1790,4,Divorced,64340,3,3
,5109,3,Single,100480,3,2
,1696,2,Divorced,109380,4,2
,4648,1,Single,23400,1,2
,782,4,Single,65450,2,2
,2583,4,Divorced,69310,3,3
,1601,1,Divorced,48980,1,3
,848,4,Single,25930,3,2
,3588,3,Single,194360,4,4
,1414,5,Single,27230,4,2
,5048,2,Single,34790,2,3
,4936,1,Divorced,27940,4,2
,929,1,Divorced,52490,4,2
,1266,3,Married,21760,3,2
,1835,3,Divorced,168720,1,2
,2072,4,Married,34850,3,2
,1075,3,Married,66440,4,3
,4558,4,Single,55820,4,3
,3579,3,Married,40000,1,5
,2321,3,Married,134960,4,3
,4513,3,Married,32100,3,5
,5194,3,Divorced,190450,4,2
,2692,3,Divorced,118490,4,3
,3750,3,Divorced,20700,3,1
,2713,2,Married,65020,3,3
,5574,4,Single,32300,2,3
,3149,3,Married,136030,3,2
,121,4,Divorced,119960,3,3
,4812,3,Married,56050,2,0
,5632,2,Single,63970,4,3
,3980,4,Single,191440,2,3
,1701,3,Married,175840,4,2
,3085,3,Married,49070,2,2
,1745,4,Single,45540,1,3
,2653,3,Single,54150,3,1
,1249,3,Single,47410,4,3
,1637,3,Married,21150,4,3
,4477,3,Married,31610,1,0
,5601,3,Divorced,57450,2,4
,794,4,Married,23730,4,3
,3320,3,Married,33100,1,3
,2013,4,Single,186650,3,3
,2910,3,Married,44850,1,2
,4183,2,Married,27890,3,2
,2641,1,Divorced,58280,2,0
,1582,2,Single,23260,2,3
,3518,1,Single,135250,2,4
,627,4,Married,14200,1,2
,1575,3,Married,80200,4,2
,4391,2,Married,36880,4,3
,570,4,Single,54820,3,3
,4359,3,Single,160150,4,3
,2403,2,Single,12000,2,3
,3287,2,Married,56610,4,2
,2361,3,Single,69290,4,6
,1981,4,Divorced,96130,2,5
,5258,3,Married,56740,2,6
,2029,1,Single,54840,2,6
,4352,2,Married,120610,3,2
,4955,2,Divorced,56600,1,3
,2307,3,Married,48210,1,2
,2106,2,Married,64100,3,5
,1216,3,Married,52100,4,1
,4476,4,Married,26950,3,4
,4527,4,Married,118780,2,2
,2643,3,Single,170680,4,6
,5089,3,Married,24550,3,2
,5507,3,Divorced,139640,1,1
,1466,1,Divorced,49410,4,2
,3537,3,Married,24780,3,0
,3024,2,Married,52280,1,4
,1806,2,Single,44780,4,3
,1729,3,Single,75470,3,2
,4653,2,Divorced,50550,3,2
,2993,3,Single,34640,4,3
,4965,4,Single,57750,3,2
,1072,3,Divorced,89430,4,6
,465,3,Married,192720,1,2
,125,4,Single,52380,2,4
,4036,4,Married,46820,1,3
,3786,3,Married,183000,3,6
,2247,4,Married,52570,2,2
,3511,3,Married,63490,3,3
,2486,4,Married,48690,1,2
,601,3,Married,99850,1,3
,3833,5,Married,36970,4,1
,5180,3,Single,74570,3,1
,2801,4,Married,21190,2,3
,3001,4,Divorced,39830,4,3
,5295,4,Single,61180,4,3
,3212,2,Single,62140,1,3
,4361,1,Divorced,63470,1,2
,4379,4,Single,115100,1,5
,295,4,Divorced,71430,4,6
,2067,4,Married,82680,4,3
,3533,2,Divorced,80950,1,3
,351,2,Single,29040,1,2
,2450,1,Married,60320,4,2
,1185,3,Divorced,29760,1,3
,3134,4,Single,159920,4,3
,4249,3,Married,46490,4,2
,3006,1,Married,26960,3,3
,3572,1,Single,23700,1,3
,745,3,Married,125040,2,2
,1890,3,Single,59740,2,6
,409,2,Divorced,47360,3,3
,2087,3,Divorced,52960,3,3
,4123,3,Divorced,67810,4,2
,1431,4,Married,21740,1,3
,2102,4,Single,66530,4,2
,1824,3,Married,96990,3,3
,1381,3,Divorced,67550,1,2
,1783,1,Single,22130,3,4
,4664,4,Single,26100,4,3
,4403,3,Single,28510,3,2
,1934,3,Single,34520,1,4
,678,3,Married,52580,3,5
,4294,4,Married,93550,1,4
,3471,2,Divorced,104960,4,2
,2288,2,Married,63800,4,1
,2768,1,Single,26570,4,3
,3696,4,Divorced,27160,4,2
,4198,2,Single,22010,2,3
,2505,2,Married,65400,2,2
,2578,3,Married,38160,3,2
,3808,4,Divorced,52530,3,2
,2099,4,Single,109650,3,5
,3430,2,Single,49360,1,2
,2860,2,Married,25430,2,3
,2381,3,Married,53040,3,3
,3304,3,Divorced,166590,3,2
,5560,2,Married,42600,4,2
,2018,1,Married,24760,2,2
,849,3,Single,31020,3,3
,2444,3,Married,22440,4,5
,2414,4,Single,75960,2,0
,2438,4,Single,22850,3,3
,3981,2,Single,30340,2,3
,2096,3,Married,57150,4,0
,1909,4,Single,25760,4,3
,4174,4,Married,41970,3,3
,3978,4,Married,143360,1,3
,3903,2,Married,34480,3,3
,2183,4,Married,194060,3,2
,4409,5,Divorced,65380,3,3
,1774,2,Single,43060,4,2
,615,3,Married,22580,4,2
,4390,3,Single,45220,1,3
,4004,2,Divorced,44870,3,5
,2889,2,Divorced,44490,4,3
,102,1,Married,22180,2,1
,3979,4,Single,191970,3,2
,3403,3,Married,132120,1,4
,4834,4,Married,65770,4,1
,935,3,Single,83920,1,5
,2769,2,Single,45580,3,2
,346,4,Divorced,40310,4,3
,4976,3,Married,79690,2,3
,2356,4,Married,26540,3,5
,5469,3,Married,165550,3,4
,1467,3,Single,45560,4,4
,2755,4,Married,60910,2,6
,4179,3,Divorced,195660,1,2
,2374,3,Divorced,48100,3,3
,2267,3,Married,45230,2,5
,4687,4,Married,32020,4,2
,2804,3,Married,23510,4,4
,2194,4,Married,17020,4,2
,557,4,Married,180410,3,3
,5297,4,Married,28860,4,5
,5409,2,Married,20970,2,5
,5025,2,Divorced,119350,3,6
,2955,3,Divorced,25460,3,2
,2178,4,Single,25640,4,3
,5301,4,Single,84120,3,2
,1881,1,Divorced,141180,4,3
,3927,4,Married,170460,4,3
,4516,2,Divorced,25640,2,3
,786,3,Married,102660,3,3
,2637,3,Single,50700,4,6
,3286,2,Divorced,178610,3,2
,2026,2,Married,42300,1,0
,899,3,Divorced,37800,2,2
,4202,2,Single,27680,3,0
,1913,3,Married,90710,4,2
,3576,2,Married,106480,1,1
,3213,1,Married,136100,3,4
,547,3,Married,34080,1,2
,320,2,Divorced,29830,4,2
,222,4,Married,76320,1,3
,4672,2,Single,98240,1,2
,1210,4,Divorced,99500,1,3
,4699,4,Married,20930,4,2
,5087,3,Married,99800,3,1
,238,1,Single,38940,3,3
,971,4,Single,40510,3,3
,3224,2,Married,168350,3,3
,3582,4,Married,62300,1,2
,1014,2,Married,47170,3,3
,2289,4,Single,132370,4,2
,2765,4,Divorced,37550,1,2
,2116,4,Divorced,65820,3,3
,4618,1,Single,74060,4,2
,1951,3,Divorced,48050,4,2
,327,4,Married,27410,3,3
,4901,3,Married,42620,2,2
,4418,2,Divorced,161840,4,2
,253,4,Single,115570,2,0
,2448,3,Married,18780,4,2
,2383,1,Single,109320,3,3
,3852,3,Single,68110,3,4
,4068,3,Single,43060,1,3
,3823,3,Divorced,48590,4,3
,2928,2,Single,53370,1,2
,4055,4,Married,23400,4,2
,532,4,Single,74910,3,3
,5410,3,Divorced,105270,4,3
,3293,2,Single,165950,4,2
,5481,4,Divorced,88340,3,1
,4009,3,Single,55770,4,3
,2943,4,Divorced,47070,3,4
,3520,3,Married,24000,3,3
,2695,3,Married,98240,3,2
,2865,4,Married,64470,2,3
,4958,2,Single,195020,4,3
,5328,4,Single,27250,3,4
,3539,4,Married,62720,1,3
,2237,3,Married,21270,4,3
,1950,4,Single,182000,2,3
,3419,4,Single,20960,3,2
,1366,4,Divorced,28860,2,4
,1713,4,Single,20330,4,5
,582,2,Single,36220,4,0
,2165,4,Married,42330,3,5
,336,3,Single,36810,NA,2
,249,1,Divorced,54600,3,3
,1015,3,Divorced,21870,1,1
,1074,3,Married,96020,4,3
,5170,2,Single,28360,3,3
,1903,1,Married,40890,1,2
,4925,3,Married,166270,4,5
,3686,3,Single,26190,4,3
,2782,3,Married,56790,3,2
,3844,2,Married,154020,4,3
,5155,1,Single,59850,4,1
,4669,2,Single,25790,2,1
,3694,4,Married,30410,2,2
,1227,1,Single,34470,1,5
,3905,2,Divorced,195130,4,1
,1152,3,Single,27730,3,3
,541,1,Single,71040,4,3
,4651,3,Married,63220,1,2
,2991,3,Married,20830,3,3
,1086,3,Married,83810,4,3
,2923,2,Single,26910,4,6
,4735,1,Divorced,42860,3,6
,3368,2,Divorced,26590,4,2
,198,3,Single,94340,3,3
,4281,4,Divorced,55610,3,2
,3800,2,Single,66460,3,2
,4774,2,Divorced,77250,3,2
,2611,4,Divorced,107250,2,5
,349,3,Single,88470,3,3
,2255,2,Married,20450,4,3
,3619,4,Married,10090,3,3
,1572,4,Married,33480,2,2
,4345,2,Married,12810,1,2
,3326,1,Single,28190,4,2
,5452,3,Married,48510,3,2
,3278,1,Single,40280,4,3
,1782,4,Single,27200,4,2
,2457,4,Married,81200,4,2
,2016,4,Single,46470,4,3
,4101,3,Single,46800,1,0
,4667,4,Married,32210,4,2
,4498,2,Divorced,86210,1,1
,2130,3,Divorced,45770,2,3
,973,3,Married,45530,2,2
,3553,2,Single,53960,3,2
,2867,2,Married,67960,4,2
,5371,3,Divorced,76250,4,2
,4765,4,Single,74120,3,4
,1005,3,Married,111590,3,2
,924,2,Married,49600,4,3
,4941,4,Married,104750,1,3
,2214,3,Married,148140,2,2
,3559,3,Divorced,191410,4,2
,5158,2,Married,54050,3,3
,1458,3,Married,87930,2,2
,2175,4,Married,191890,3,3
,1834,2,Married,38750,3,3
,809,4,Married,22160,1,2
,616,1,Married,117130,4,2
,5522,2,Single,78610,1,1
,5316,4,Married,37080,4,2
,2129,5,Single,137700,4,3
,2133,2,Single,53040,1,2
,1329,3,Married,26420,3,3
,1531,2,Married,27590,3,6
,2209,5,Single,68040,1,1
,817,4,Single,61420,3,2
,4984,4,Married,25000,1,2
,1859,4,Single,63890,3,2
,1201,3,Single,111030,2,5
,1111,5,Single,23420,1,2
,5275,2,Single,68110,3,2
,4910,3,Single,22970,4,2
,2120,3,Married,24500,4,2
,4747,3,Divorced,50930,2,3
,2179,3,Single,53090,1,5
,665,3,Single,30570,2,3
,4006,3,Divorced,51210,4,4
,130,3,Single,168560,1,3
,4405,1,Divorced,26860,4,3
,3957,3,Single,61800,1,2
,2638,4,Married,66320,2,3
,5243,3,Single,35050,1,2
,3330,3,Married,63970,3,3
,5544,4,Married,62740,1,0
,4552,4,Married,198590,1,3
,975,4,Single,75870,3,5
,5416,4,Married,42580,1,2
,3467,2,Married,43640,1,3
,2112,1,Married,43350,4,5
,2402,3,Married,53260,4,2
,3783,2,Married,32800,4,3
,5257,3,Married,54850,2,2
,3700,2,Divorced,43420,3,6
,3909,3,Divorced,27820,1,5
,554,1,Divorced,59800,1,2
,1946,4,Single,43810,1,1
,5141,3,Single,25720,3,3
,4042,2,Divorced,38330,2,1
,4870,4,Single,42440,4,3
,3985,4,Married,65000,2,5
,4289,2,Married,184300,2,5
,5518,3,Divorced,16010,3,3
,4270,4,Married,26940,1,3
,558,4,Divorced,31490,4,1
,5123,2,Single,176390,4,0
,4868,3,Single,23190,3,4
,402,4,Single,116910,4,2
,5559,3,Married,53240,1,2
,3174,4,Divorced,167520,3,3
,1357,1,Single,52280,4,2
,1818,3,Married,27000,4,2
,4926,4,Single,192460,4,5
,2032,2,Married,25060,4,3
,1026,4,Single,60620,1,2
,1907,3,Married,43820,1,2
,5050,3,Divorced,21430,3,2
,604,1,Married,61620,2,5
,2061,3,Divorced,50940,3,5
,5277,4,Divorced,68770,2,3
,3378,3,Married,22740,1,5
,3878,3,Single,44340,1,1
,2689,1,Single,62880,1,2
,2553,4,Married,25530,4,4
,4826,3,Single,76540,2,3
,5272,3,Married,51600,4,3
,3173,2,Single,171590,2,1
,3282,2,Divorced,128080,3,6
,350,2,Divorced,102210,3,2
,1139,3,Married,47790,4,6
,979,2,Married,37370,1,2
,5020,4,Married,23660,3,5
,1509,3,Single,17060,3,3
,2118,4,Divorced,163070,1,3
,3292,3,Single,59330,3,3
,5585,4,Married,34240,3,3
,4951,1,Married,40370,4,2
,3930,1,Married,25590,3,3
,2799,4,Single,62010,4,2
,4631,3,Single,44030,3,3
,3047,3,Divorced,37610,2,3
,5412,3,Single,109340,1,2
,756,1,Married,107610,4,5
,5448,1,Single,51750,2,2
,1627,2,Married,138260,3,1
,3056,4,Single,63340,4,2
,5121,4,Single,49360,1,2
,3963,3,Single,47750,4,3
,1099,3,Married,28180,4,2
,3440,3,Single,25150,4,3
,4977,3,Single,23420,3,2
,5198,5,Married,41940,2,3
,3243,3,Married,106850,3,2
,618,2,Married,20220,1,1
,5577,3,Married,23140,3,5
,2395,1,Single,42560,4,1
,2055,3,Married,35800,4,1
,4034,4,Married,31620,4,1
,994,1,Married,65240,1,2
,3738,3,Married,28990,2,3
,1481,5,Single,52310,3,4
,5172,2,Divorced,23560,3,5
,2881,3,Divorced,28000,4,0
,308,3,Divorced,118360,1,2
,2743,1,Married,109030,2,3
,3912,4,Married,29730,4,0
,835,3,Single,142750,3,5
,3819,4,Divorced,55620,3,2
,4987,4,Married,45370,3,5
,3144,1,Married,76420,1,2
,341,3,Married,179240,2,2
,2771,3,Married,52040,3,2
,3894,2,Single,22770,4,2
,3522,3,Married,27950,3,4
,4293,3,Divorced,25320,1,2
,192,3,Married,25590,3,2
,694,3,Married,49080,3,3
,1094,4,Married,23800,4,5
,838,5,Married,47650,3,4
,4671,3,Single,20440,1,2
,2262,1,Married,26930,3,6
,2207,2,Married,65860,2,3
,2054,3,Married,32940,1,6
,5333,2,Married,41710,3,4
,1126,3,Single,27780,2,5
,2992,3,Single,23770,2,3
,675,3,Single,24040,2,3
,4400,2,Single,23180,1,4
,1646,2,Married,20080,4,3
,4416,1,Divorced,62440,1,3
,3601,2,Married,27990,3,0
,3618,2,Married,105520,4,2
,2761,3,Married,23290,1,2
,5460,2,Single,40140,4,3
,5464,3,Married,74030,2,4
,4646,1,Married,22590,4,2
,4061,4,Married,69320,4,5
,1994,1,Divorced,46780,4,0
,5657,3,Married,135820,3,3
,1288,4,Single,23320,4,2
,2620,3,Married,24130,3,2
,4531,2,Married,97050,2,3
,5033,3,Married,42940,2,2
,1256,2,Married,47210,2,3
,1549,3,Divorced,25190,2,2
,1081,3,Married,21210,2,2
,3933,2,Single,29730,3,2
,3650,4,Married,58550,1,3
,1986,3,Single,36170,4,5
,1503,1,Married,67250,3,3
,4919,4,Divorced,103250,3,3
,3238,4,Married,69490,3,2
,5380,2,Married,106090,2,2
,3929,1,Divorced,44470,4,4
,4242,3,Married,21570,2,1
,1739,3,Divorced,46010,2,2
,5619,1,Single,170990,3,2
,895,5,Single,24790,2,2
,2030,4,Married,148520,4,3
,4302,4,Divorced,72640,3,5
,1707,1,Married,56660,1,2
,1143,3,Married,78230,3,3
,228,4,Married,78800,3,2
,5420,3,Single,131940,1,2
,3776,3,Divorced,50670,4,3
,957,4,Married,50790,4,3
,4071,3,Married,23210,4,0
,5589,3,Married,174440,2,4
,4128,3,Single,24040,3,2
,4175,2,Married,34520,1,2
,2607,4,Married,22700,3,2
,2301,3,Divorced,173990,NA,3
,3908,3,Single,54880,1,6
,5315,4,Married,194190,2,2
,4432,3,Single,28110,4,3
,825,4,Single,36330,1,0
,2393,1,Single,41630,3,4
,3307,3,Married,21320,2,1
,1991,1,Divorced,139730,4,3
,1166,3,Married,26840,4,2
,5038,2,Married,108450,1,4
,4017,2,Divorced,43770,4,2
,2536,4,Single,37430,3,2
,1128,3,Divorced,41480,4,3
,2246,3,Single,10510,1,2
,913,2,Married,107390,3,3
,4399,4,Married,103880,4,2
,863,2,Divorced,114160,4,2
,4593,3,Married,26000,2,5
,4539,4,Married,24220,3,2
,5572,4,Single,54720,4,3
,5057,2,Married,24510,4,3
,3911,2,Divorced,42400,1,2
,3129,3,Divorced,109990,4,3
,796,4,Divorced,50030,4,5
,4288,4,Married,127420,1,4
,4205,4,Divorced,42270,4,3
,3646,2,Single,39170,4,2
,2895,4,Divorced,183030,2,2
,1650,3,Single,23800,3,3
,2122,4,Single,137260,4,6
,1758,3,Single,47770,4,3
,2983,2,Divorced,63850,3,6
,4869,2,Married,199730,1,2
,2787,3,Divorced,68610,3,2
,1998,3,Single,49690,4,3
,3182,2,Married,198450,4,3
,1132,3,Married,133200,2,2
,801,2,Married,63470,4,3
,3075,3,Single,27430,4,2
,4790,2,Single,108800,4,5
,826,1,Divorced,23420,1,2
,2639,3,Married,176500,2,6
,2206,4,Divorced,40250,3,5
,700,3,Married,97250,2,0
,3767,3,Divorced,119040,3,4
,3479,2,Married,21770,2,5
,3870,2,Divorced,75250,3,2
,1189,3,Married,48340,3,1
,292,3,Single,20420,1,2
,1453,4,Married,22200,4,2
,3314,3,Married,10520,3,3
,4428,4,Single,28210,4,3
,1688,2,Married,192370,4,2
,3476,4,Single,41070,3,2
,2886,3,Married,83960,3,3
,4315,2,Married,20070,4,2
,1873,3,Married,196270,3,1
,2464,1,Married,106860,4,2
,4102,4,Single,29420,4,4
,1532,1,Married,88580,1,2
,5281,2,Married,167560,2,5
,106,2,Married,107980,3,5
,5015,2,Married,23230,2,2
,1408,3,Divorced,14160,2,3
,4436,3,Single,46150,3,3
,2458,4,Married,24610,4,4
,1848,4,Married,87220,2,3
,3255,2,Married,39550,3,5
,4602,4,Divorced,99570,3,1
,4135,3,Divorced,33760,2,3
,5268,3,Single,88230,1,3
,4897,4,Single,103220,3,2
,1978,3,Single,46210,4,3
,4020,3,Married,109760,4,3
,5639,3,Married,36600,4,0
,1952,3,Single,104820,2,6
,629,4,Married,71190,3,2
,3041,3,Single,95820,4,2
,254,4,Married,45080,1,5
,2103,3,Divorced,22070,3,4
,5041,2,Married,77560,1,3
,5500,3,Single,66940,3,2
,1087,3,Single,36910,2,3
,5546,4,Single,23770,4,2
,1980,3,Divorced,23130,3,5
,2180,2,Married,176650,4,5
,2412,4,Single,25960,4,4
,4369,4,Single,47280,4,4
,1961,3,Single,43020,1,3
,3745,3,Married,29790,3,3
,2784,4,Married,168850,1,2
,2461,4,Divorced,55930,4,3
,2825,1,Married,104450,3,3
,5085,4,Single,87400,2,2
,4795,2,Married,25140,2,2
,4957,4,Married,76550,3,3
,821,3,Divorced,174650,2,3
,2939,2,Married,73510,3,3
,1077,3,Divorced,108200,4,2
,5641,3,Divorced,121690,3,2
,2093,4,Divorced,196260,4,5
,3482,4,Married,20700,1,2
,2063,2,Single,67820,2,2
,671,2,Single,77790,4,2
,2756,2,Single,27910,2,3
,4753,2,Married,32010,4,3
,1407,3,Married,49680,3,3
,578,5,Married,131200,1,6
,524,4,Married,40330,1,2
,3645,1,Married,32910,2,2
,2481,4,Divorced,42720,3,3
,5179,3,Married,50560,4,2
,4479,4,Divorced,28440,3,2
,4354,2,Divorced,27030,3,2
,5092,4,Single,19040,3,4
,2933,5,Married,82240,4,3
,4614,3,Married,47660,3,3
,1546,4,Single,26100,3,2
,3764,2,Single,57310,2,2
,5612,2,Married,25390,3,3
,4991,4,Married,57140,2,2
,2362,1,Divorced,43230,2,3
,1593,4,Divorced,73360,1,3
,783,1,Married,134990,4,2
,355,3,Single,137580,4,5
,407,1,Divorced,51550,3,3
,3061,5,Single,22580,1,2
,1900,3,Single,35970,2,2
,1875,1,Divorced,25150,3,2
,1405,3,Single,44200,1,3
,896,1,Married,65780,4,3
,1461,3,Married,44220,4,2
,1518,2,Divorced,102740,3,3
,4517,3,Married,53430,2,5
,5584,4,Divorced,23760,2,3
,343,1,Married,53460,2,3
,4063,5,Divorced,28270,3,3
,5151,4,Divorced,199430,2,3
,3311,4,Married,31310,4,3
,2352,4,Married,25520,1,2
,4592,2,Married,44770,3,6
,571,3,Married,64740,2,3
,5002,3,Single,30330,3,2
,2530,4,Married,29360,1,3
,5265,3,Single,186060,2,4
,1743,3,Married,21680,4,2
,3856,2,Divorced,28530,1,5
,1360,4,Married,170480,3,3
,3248,3,Married,22900,4,5
,3523,3,Married,36000,1,2
,2045,4,Single,21070,4,2
,1941,2,Married,41150,4,1
,1852,4,Single,43270,4,4
,2714,3,Married,178560,3,2
,425,2,Single,31960,2,3
,1369,3,Divorced,190810,4,2
,4947,3,Divorced,89660,3,3
,941,3,Divorced,22100,4,4
,4460,4,Single,45390,4,5
,5463,1,Single,27410,3,3
,4116,1,Divorced,34910,1,0
,1045,3,Married,45410,2,4
,4060,2,Married,26780,4,3
,1473,3,Married,73790,1,3
,3114,3,Married,62720,4,3
,2754,2,Single,52200,4,3
,3706,4,Married,27430,3,1
,5129,4,Married,49980,4,3
,5184,3,Divorced,102520,4,3
,120,3,Married,27810,2,2
,1039,2,Married,68520,2,2
,4630,4,Single,49500,2,3
,2672,2,Single,35790,4,3
,3309,3,Married,131910,2,2
,2090,4,Divorced,103770,2,2
,4127,2,Married,22350,3,2
,856,5,Single,105020,4,4
,511,2,Married,20110,4,4
,3714,1,Married,18590,4,2
,4625,3,Married,37600,2,2
,2241,3,Single,177790,2,5
,313,3,Divorced,68330,1,3
,4596,2,Married,68120,2,2
